,step1,step2,prediction,gold
1200,9,4,yes,no
1201,5,10,yes,yes
1202,6,11,yes,yes
1203,12,7,yes,no
1204,13,8,yes,no
1205,9,14,yes,yes
1206,10,15,yes,yes
1207,16,11,yes,no
1208,17,12,yes,no
1209,0,5,yes,yes
1210,6,1,yes,no
1211,7,2,yes,no
1212,3,8,yes,yes
1213,4,9,yes,yes
1214,10,5,yes,no
1215,6,11,yes,yes
1216,12,7,yes,no
1217,8,13,yes,yes
1218,14,9,yes,no
1219,15,10,yes,no
1220,16,11,yes,no
1221,12,17,yes,yes
1222,5,0,yes,no
1223,6,1,yes,no
1224,2,7,yes,yes
1225,3,8,yes,yes
1226,9,4,yes,no
1227,5,10,yes,yes
1228,11,6,yes,no
1229,7,12,yes,yes
1230,8,13,yes,yes
1231,14,9,yes,no
1232,10,15,yes,yes
1233,16,11,yes,no
1234,12,17,yes,yes
1235,18,13,yes,no
1236,19,14,yes,no
1237,15,20,yes,yes
1238,16,21,yes,yes
1239,17,22,yes,yes
1240,18,23,yes,yes
1241,24,19,yes,no
1242,25,20,yes,no
1243,26,21,yes,no
1244,5,0,yes,no
1245,1,6,yes,yes
1246,2,7,yes,yes
1247,8,3,yes,no
1248,4,9,yes,yes
1249,10,5,yes,no
1250,6,11,yes,yes
1251,12,7,yes,no
1252,8,13,yes,yes
1253,9,14,yes,yes
1254,10,15,yes,yes
1255,11,16,yes,yes
1256,17,12,yes,no
1257,13,18,yes,yes
1258,14,19,yes,yes
1259,15,20,yes,yes
1260,0,5,yes,yes
1261,6,1,yes,no
1262,7,2,yes,no
1263,8,3,yes,no
1264,9,4,yes,no
1265,5,10,yes,yes
1266,11,6,yes,no
1267,7,12,yes,yes
1268,13,8,yes,no
1269,14,9,yes,no
1270,5,0,yes,no
1271,6,1,yes,no
1272,7,2,yes,no
1273,8,3,yes,no
1274,4,9,yes,yes
1275,10,5,yes,no
1276,11,6,yes,no
1277,7,12,yes,yes
1278,8,13,yes,yes
1279,14,9,yes,no
1280,15,10,yes,no
1281,16,11,yes,no
1282,12,17,yes,yes
1283,18,13,yes,no
1284,19,14,yes,no
1285,15,20,yes,yes
1286,5,0,yes,no
1287,6,1,yes,no
1288,7,2,yes,no
1289,8,3,yes,no
1290,4,9,yes,yes
1291,5,10,yes,yes
1292,6,11,yes,yes
1293,0,5,yes,yes
1294,1,6,yes,yes
1295,7,2,yes,no
1296,3,8,yes,yes
1297,9,4,yes,no
1298,10,5,yes,no
1299,11,6,yes,no
1300,12,7,yes,no
1301,13,8,yes,no
1302,9,14,yes,yes
1303,15,10,yes,no
1304,11,16,yes,yes
1305,17,12,yes,no
1306,18,13,yes,no
1307,14,19,yes,yes
1308,15,20,yes,yes
1309,5,0,yes,no
1310,6,1,yes,no
1311,2,7,yes,yes
1312,3,8,yes,yes
1313,4,9,yes,yes
1314,5,10,yes,yes
1315,11,6,yes,no
1316,12,7,yes,no
1317,13,8,yes,no
1318,9,14,yes,yes
1319,10,15,yes,yes
1320,11,16,yes,yes
1321,17,12,yes,no
1322,5,0,yes,no
1323,1,6,yes,yes
1324,2,7,yes,yes
1325,3,8,yes,yes
1326,4,9,yes,yes
1327,5,10,yes,yes
1328,6,11,yes,yes
1329,12,7,yes,no
1330,13,8,yes,no
1331,9,14,yes,yes
1332,10,15,yes,yes
1333,16,11,yes,no
1334,17,12,yes,no
1335,18,13,yes,no
1336,14,19,yes,yes
1337,15,20,yes,yes
1338,21,16,yes,no
1339,22,17,yes,no
1340,23,18,yes,no
1341,19,24,yes,yes
1342,25,20,yes,no
1343,26,21,yes,no
1344,0,5,yes,yes
1345,6,1,yes,no
1346,2,7,yes,yes
1347,3,8,yes,yes
1348,4,9,yes,yes
1349,10,5,yes,no
1350,6,11,yes,yes
1351,12,7,yes,no
1352,13,8,yes,no
1353,9,14,yes,yes
1354,0,5,yes,yes
1355,6,1,yes,no
1356,2,7,yes,yes
1357,8,3,yes,no
1358,4,9,yes,yes
1359,10,5,yes,no
1360,6,11,yes,yes
1361,12,7,yes,no
1362,8,13,yes,yes
1363,9,14,yes,yes
1364,10,15,yes,yes
1365,16,11,yes,no
1366,17,12,yes,no
1367,18,13,yes,no
1368,14,19,yes,yes
1369,20,15,yes,no
1370,0,5,yes,yes
1371,1,6,yes,yes
1372,2,7,yes,yes
1373,3,8,yes,yes
1374,9,4,yes,no
1375,10,5,yes,no
1376,11,6,yes,no
1377,12,7,yes,no
1378,13,8,yes,no
1379,14,9,yes,no
1380,15,10,yes,no
1381,11,16,yes,yes
1382,12,17,yes,yes
1383,18,13,yes,no
1384,19,14,yes,no
1385,15,20,yes,yes
1386,16,21,yes,yes
1387,22,17,yes,no
1388,18,23,yes,yes
1389,19,24,yes,yes
1390,25,20,yes,no
1391,26,21,yes,no
1392,27,22,yes,no
1393,28,23,yes,no
1394,29,24,yes,no
1395,5,0,yes,no
1396,1,6,yes,yes
1397,7,2,yes,no
1398,8,3,yes,no
1399,9,4,yes,no
1400,5,10,yes,yes
1401,6,11,yes,yes
1402,7,12,yes,yes
1403,8,13,yes,yes
1404,9,14,yes,yes
1405,10,15,yes,yes
1406,16,11,yes,no
1407,17,12,yes,no
1408,18,13,yes,no
1409,14,19,yes,yes
1410,20,15,yes,no
1411,21,16,yes,no
1412,22,17,yes,no
1413,18,23,yes,yes
1414,19,24,yes,yes
1415,20,25,yes,yes
1416,26,21,yes,no
1417,27,22,yes,no
1418,28,23,yes,no
1419,29,24,yes,no
1420,0,5,yes,yes
1421,1,6,yes,yes
1422,2,7,yes,yes
1423,3,8,yes,yes
1424,9,4,yes,no
1425,10,5,yes,no
1426,6,11,yes,yes
1427,7,12,yes,yes
1428,8,13,yes,yes
1429,14,9,yes,no
1430,15,10,yes,no
1431,11,16,yes,yes
1432,17,12,yes,no
1433,18,13,yes,no
1434,19,14,yes,no
1435,15,20,yes,yes
1436,0,5,yes,yes
1437,1,6,yes,yes
1438,2,7,yes,yes
1439,8,3,yes,no
1440,9,4,yes,no
1441,10,5,yes,no
1442,11,6,yes,no
1443,7,12,yes,yes
1444,13,8,yes,no
1445,9,14,yes,yes
1446,5,0,yes,no
1447,1,6,yes,yes
1448,7,2,yes,no
1449,3,8,yes,yes
1450,9,4,yes,no
1451,5,10,yes,yes
1452,6,11,yes,yes
1453,7,12,yes,yes
1454,13,8,yes,no
1455,14,9,yes,no
1456,10,15,yes,yes
1457,11,16,yes,yes
1458,12,17,yes,yes
1459,18,13,yes,no
1460,19,14,yes,no
1461,15,20,yes,yes
1462,16,21,yes,yes
1463,22,17,yes,no
1464,18,23,yes,yes
1465,19,24,yes,yes
1466,20,25,yes,yes
1467,26,21,yes,no
1468,22,27,yes,yes
1469,23,28,yes,yes
1470,24,29,yes,yes
1471,5,0,yes,no
1472,6,1,yes,no
1473,2,7,yes,yes
1474,8,3,yes,no
1475,4,9,yes,yes
1476,5,10,yes,yes
1477,11,6,yes,no
1478,7,12,yes,yes
1479,8,13,yes,yes
1480,9,14,yes,yes
1481,0,5,yes,yes
1482,6,1,yes,no
1483,2,7,yes,yes
1484,8,3,yes,no
1485,9,4,yes,no
1486,10,5,yes,no
1487,11,6,yes,no
1488,7,12,yes,yes
1489,8,13,yes,yes
1490,9,14,yes,yes
1491,15,10,yes,no
1492,11,16,yes,yes
1493,12,17,yes,yes
1494,18,13,yes,no
1495,19,14,yes,no
1496,20,15,yes,no
1497,5,0,yes,no
1498,6,1,yes,no
1499,7,2,yes,no
1500,8,3,yes,no
1501,4,9,yes,yes
1502,5,10,yes,yes
1503,11,6,yes,no
1504,12,7,yes,no
1505,13,8,yes,no
1506,9,14,yes,yes
1507,0,5,yes,yes
1508,6,1,yes,no
1509,2,7,yes,yes
1510,8,3,yes,no
1511,9,4,yes,no
1512,10,5,yes,no
1513,6,11,yes,yes
1514,7,12,yes,yes
1515,13,8,yes,no
1516,14,9,yes,no
1517,10,15,yes,yes
1518,11,16,yes,yes
1519,17,12,yes,no
1520,0,5,yes,yes
1521,6,1,yes,no
1522,2,7,yes,yes
1523,3,8,yes,yes
1524,4,9,yes,yes
1525,10,5,yes,no
1526,6,11,yes,yes
1527,12,7,yes,no
1528,13,8,yes,no
1529,9,14,yes,yes
1530,15,10,yes,no
1531,11,16,yes,yes
1532,17,12,yes,no
1533,0,5,yes,yes
1534,6,1,yes,no
1535,2,7,yes,yes
1536,3,8,yes,yes
1537,9,4,yes,no
1538,10,5,yes,no
1539,6,11,yes,yes
1540,7,12,yes,yes
1541,8,13,yes,yes
1542,14,9,yes,no
1543,15,10,yes,no
1544,16,11,yes,no
1545,17,12,yes,no
1546,18,13,yes,no
1547,14,19,yes,yes
1548,15,20,yes,yes
1549,21,16,yes,no
1550,17,22,yes,yes
1551,18,23,yes,yes
1552,24,19,yes,no
1553,20,25,yes,yes
1554,21,26,yes,yes
1555,27,22,yes,no
1556,23,28,yes,yes
1557,29,24,yes,no
1558,30,25,yes,no
1559,31,26,yes,no
1560,32,27,yes,no
1561,28,33,yes,yes
1562,29,34,yes,yes
1563,35,30,yes,no
1564,36,31,yes,no
1565,32,37,yes,yes
1566,38,33,yes,no
1567,39,34,yes,no
1568,35,40,yes,yes
1569,36,41,yes,yes
1570,42,37,yes,no
1571,38,43,yes,yes
1572,39,44,yes,yes
1573,0,5,yes,yes
1574,6,1,yes,no
1575,2,7,yes,yes
1576,8,3,yes,no
1577,4,9,yes,yes
1578,5,10,yes,yes
1579,6,11,yes,yes
1580,0,5,yes,yes
1581,6,1,yes,no
1582,2,7,yes,yes
1583,3,8,yes,yes
1584,9,4,yes,no
1585,10,5,yes,no
1586,6,11,yes,yes
1587,0,5,yes,yes
1588,1,6,yes,yes
1589,7,2,yes,no
1590,3,8,yes,yes
1591,9,4,yes,no
1592,5,10,yes,yes
1593,6,11,yes,yes
1594,12,7,yes,no
1595,8,13,yes,yes
1596,9,14,yes,yes
1597,15,10,yes,no
1598,11,16,yes,yes
1599,12,17,yes,yes
1600,13,18,yes,yes
1601,14,19,yes,yes
1602,15,20,yes,yes
1603,5,0,yes,no
1604,1,6,yes,yes
1605,7,2,yes,no
1606,8,3,yes,no
1607,9,4,yes,no
1608,5,10,yes,yes
1609,11,6,yes,no
1610,12,7,yes,no
1611,8,13,yes,yes
1612,9,14,yes,yes
1613,15,10,yes,no
1614,16,11,yes,no
1615,17,12,yes,no
1616,18,13,yes,no
1617,14,19,yes,yes
1618,20,15,yes,no
1619,21,16,yes,no
1620,17,22,yes,yes
1621,23,18,yes,no
1622,0,5,yes,yes
1623,6,1,yes,no
1624,7,2,yes,no
1625,8,3,yes,no
1626,9,4,yes,no
1627,10,5,yes,no
1628,6,11,yes,yes
1629,7,12,yes,yes
1630,13,8,yes,no
1631,9,14,yes,yes
1632,5,0,yes,no
1633,1,6,yes,yes
1634,2,7,yes,yes
1635,8,3,yes,no
1636,9,4,yes,no
1637,10,5,yes,no
1638,11,6,yes,no
1639,5,0,yes,no
1640,6,1,yes,no
1641,2,7,yes,yes
1642,8,3,yes,no
1643,4,9,yes,yes
1644,10,5,yes,no
1645,6,11,yes,yes
1646,7,12,yes,yes
1647,8,13,yes,yes
1648,14,9,yes,no
1649,15,10,yes,no
1650,11,16,yes,yes
1651,17,12,yes,no
1652,13,18,yes,yes
1653,19,14,yes,no
1654,15,20,yes,yes
1655,0,5,yes,yes
1656,1,6,yes,yes
1657,7,2,yes,no
1658,3,8,yes,yes
1659,4,9,yes,yes
1660,10,5,yes,no
1661,6,11,yes,yes
1662,12,7,yes,no
1663,13,8,yes,no
1664,14,9,yes,no
1665,10,15,yes,yes
1666,16,11,yes,no
1667,12,17,yes,yes
1668,13,18,yes,yes
1669,14,19,yes,yes
1670,20,15,yes,no
1671,0,5,yes,yes
1672,6,1,yes,no
1673,2,7,yes,yes
1674,8,3,yes,no
1675,4,9,yes,yes
1676,10,5,yes,no
1677,6,11,yes,yes
1678,12,7,yes,no
1679,13,8,yes,no
1680,9,14,yes,yes
1681,10,15,yes,yes
1682,11,16,yes,yes
1683,12,17,yes,yes
1684,0,5,yes,yes
1685,1,6,yes,yes
1686,7,2,yes,no
1687,3,8,yes,yes
1688,9,4,yes,no
1689,5,10,yes,yes
1690,11,6,yes,no
1691,7,12,yes,yes
1692,8,13,yes,yes
1693,14,9,yes,no
1694,10,15,yes,yes
1695,16,11,yes,no
1696,12,17,yes,yes
1697,18,13,yes,no
1698,19,14,yes,no
1699,20,15,yes,no
1700,16,21,yes,yes
1701,22,17,yes,no
1702,23,18,yes,no
1703,19,24,yes,yes
1704,25,20,yes,no
1705,26,21,yes,no
1706,0,5,yes,yes
1707,6,1,yes,no
1708,2,7,yes,yes
1709,3,8,yes,yes
1710,4,9,yes,yes
1711,5,10,yes,yes
1712,11,6,yes,no
1713,7,12,yes,yes
1714,13,8,yes,no
1715,14,9,yes,no
1716,10,15,yes,yes
1717,11,16,yes,yes
1718,12,17,yes,yes
1719,0,5,yes,yes
1720,1,6,yes,yes
1721,7,2,yes,no
1722,3,8,yes,yes
1723,9,4,yes,no
1724,5,10,yes,yes
1725,6,11,yes,yes
1726,12,7,yes,no
1727,8,13,yes,yes
1728,9,14,yes,yes
1729,10,15,yes,yes
1730,11,16,yes,yes
1731,12,17,yes,yes
1732,18,13,yes,no
1733,19,14,yes,no
1734,20,15,yes,no
1735,21,16,yes,no
1736,17,22,yes,yes
1737,23,18,yes,no
1738,24,19,yes,no
1739,20,25,yes,yes
1740,21,26,yes,yes
1741,22,27,yes,yes
1742,28,23,yes,no
1743,29,24,yes,no
1744,0,5,yes,yes
1745,1,6,yes,yes
1746,2,7,yes,yes
1747,3,8,yes,yes
1748,4,9,yes,yes
1749,10,5,yes,no
1750,11,6,yes,no
1751,7,12,yes,yes
1752,13,8,yes,no
1753,14,9,yes,no
1754,15,10,yes,no
1755,11,16,yes,yes
1756,12,17,yes,yes
1757,13,18,yes,yes
1758,14,19,yes,yes
1759,15,20,yes,yes
1760,0,5,yes,yes
1761,6,1,yes,no
1762,7,2,yes,no
1763,3,8,yes,yes
1764,4,9,yes,yes
1765,10,5,yes,no
1766,6,11,yes,yes
1767,7,12,yes,yes
1768,13,8,yes,no
1769,9,14,yes,yes
1770,5,0,yes,no
1771,1,6,yes,yes
1772,2,7,yes,yes
1773,8,3,yes,no
1774,4,9,yes,yes
1775,5,10,yes,yes
1776,6,11,yes,yes
1777,12,7,yes,no
1778,8,13,yes,yes
1779,14,9,yes,no
1780,10,15,yes,yes
1781,11,16,yes,yes
1782,12,17,yes,yes
1783,13,18,yes,yes
1784,19,14,yes,no
1785,20,15,yes,no
1786,21,16,yes,no
1787,17,22,yes,yes
1788,18,23,yes,yes
1789,24,19,yes,no
1790,25,20,yes,no
1791,26,21,yes,no
1792,0,5,yes,yes
1793,6,1,yes,no
1794,7,2,yes,no
1795,3,8,yes,yes
1796,9,4,yes,no
1797,5,10,yes,yes
1798,11,6,yes,no
1799,7,12,yes,yes
1800,13,8,yes,no
1801,14,9,yes,no
1802,15,10,yes,no
1803,16,11,yes,no
1804,12,17,yes,yes
1805,13,18,yes,yes
1806,19,14,yes,no
1807,20,15,yes,no
1808,5,0,yes,no
1809,6,1,yes,no
1810,7,2,yes,no
1811,3,8,yes,yes
1812,9,4,yes,no
1813,10,5,yes,no
1814,6,11,yes,yes
1815,5,0,yes,no
1816,1,6,yes,yes
1817,7,2,yes,no
1818,8,3,yes,no
1819,4,9,yes,yes
1820,5,10,yes,yes
1821,6,11,yes,yes
1822,12,7,yes,no
1823,8,13,yes,yes
1824,9,14,yes,yes
1825,15,10,yes,no
1826,11,16,yes,yes
1827,17,12,yes,no
1828,13,18,yes,yes
1829,14,19,yes,yes
1830,20,15,yes,no
1831,5,0,yes,no
1832,1,6,yes,yes
1833,2,7,yes,yes
1834,3,8,yes,yes
1835,4,9,yes,yes
1836,10,5,yes,no
1837,6,11,yes,yes
1838,12,7,yes,no
1839,13,8,yes,no
1840,9,14,yes,yes
1841,5,0,yes,no
1842,5,0,yes,no
1843,6,1,yes,no
1844,7,2,yes,no
1845,8,3,yes,no
1846,9,4,yes,no
1847,5,10,yes,yes
1848,11,6,yes,no
1849,12,7,yes,no
1850,8,13,yes,yes
1851,9,14,yes,yes
1852,15,10,yes,no
1853,11,16,yes,yes
1854,17,12,yes,no
1855,0,5,yes,yes
1856,1,6,yes,yes
1857,2,7,yes,yes
1858,8,3,yes,no
1859,9,4,yes,no
1860,10,5,yes,no
1861,11,6,yes,no
1862,7,12,yes,yes
1863,8,13,yes,yes
1864,14,9,yes,no
1865,15,10,yes,no
1866,16,11,yes,no
1867,17,12,yes,no
1868,5,0,yes,no
1869,1,6,yes,yes
1870,2,7,yes,yes
1871,8,3,yes,no
1872,9,4,yes,no
1873,5,10,yes,yes
1874,11,6,yes,no
1875,7,12,yes,yes
1876,8,13,yes,yes
1877,9,14,yes,yes
1878,0,5,yes,yes
1879,1,6,yes,yes
1880,2,7,yes,yes
1881,3,8,yes,yes
1882,9,4,yes,no
1883,10,5,yes,no
1884,11,6,yes,no
1885,12,7,yes,no
1886,8,13,yes,yes
1887,9,14,yes,yes
1888,10,15,yes,yes
1889,11,16,yes,yes
1890,17,12,yes,no
1891,13,18,yes,yes
1892,14,19,yes,yes
1893,15,20,yes,yes
1894,21,16,yes,no
1895,22,17,yes,no
1896,23,18,yes,no
1897,0,5,yes,yes
1898,1,6,yes,yes
1899,7,2,yes,no
1900,3,8,yes,yes
1901,4,9,yes,yes
1902,5,10,yes,yes
1903,6,11,yes,yes
1904,12,7,yes,no
1905,13,8,yes,no
1906,9,14,yes,yes
1907,5,0,yes,no
1908,6,1,yes,no
1909,2,7,yes,yes
1910,3,8,yes,yes
1911,9,4,yes,no
1912,10,5,yes,no
1913,6,11,yes,yes
1914,0,5,yes,yes
1915,6,1,yes,no
1916,7,2,yes,no
1917,8,3,yes,no
1918,4,9,yes,yes
1919,10,5,yes,no
1920,6,11,yes,yes
1921,7,12,yes,yes
1922,8,13,yes,yes
1923,14,9,yes,no
1924,15,10,yes,no
1925,11,16,yes,yes
1926,17,12,yes,no
1927,0,5,yes,yes
1928,6,1,yes,no
1929,7,2,yes,no
1930,3,8,yes,yes
1931,9,4,yes,no
1932,10,5,yes,no
1933,6,11,yes,yes
1934,12,7,yes,no
1935,8,13,yes,yes
1936,9,14,yes,yes
1937,15,10,yes,no
1938,11,16,yes,yes
1939,17,12,yes,no
1940,13,18,yes,yes
1941,19,14,yes,no
1942,15,20,yes,yes
1943,5,0,yes,no
1944,1,6,yes,yes
1945,2,7,yes,yes
1946,8,3,yes,no
1947,4,9,yes,yes
1948,10,5,yes,no
1949,11,6,yes,no
1950,7,12,yes,yes
1951,8,13,yes,yes
1952,9,14,yes,yes
1953,10,15,yes,yes
1954,16,11,yes,no
1955,12,17,yes,yes
1956,0,5,yes,yes
1957,6,1,yes,no
1958,7,2,yes,no
1959,8,3,yes,no
1960,4,9,yes,yes
1961,5,10,yes,yes
1962,11,6,yes,no
1963,12,7,yes,no
1964,13,8,yes,no
1965,14,9,yes,no
1966,5,0,yes,no
1967,6,1,yes,no
1968,2,7,yes,yes
1969,8,3,yes,no
1970,4,9,yes,yes
1971,5,10,yes,yes
1972,11,6,yes,no
1973,7,12,yes,yes
1974,8,13,yes,yes
1975,14,9,yes,no
1976,15,10,yes,no
1977,16,11,yes,no
1978,17,12,yes,no
1979,18,13,yes,no
1980,19,14,yes,no
1981,20,15,yes,no
1982,21,16,yes,no
1983,22,17,yes,no
1984,18,23,yes,yes
1985,24,19,yes,no
1986,20,25,yes,yes
1987,21,26,yes,yes
1988,22,27,yes,yes
1989,23,28,yes,yes
1990,29,24,yes,no
1991,25,30,yes,yes
1992,31,26,yes,no
1993,27,32,yes,yes
1994,5,0,yes,no
1995,6,1,yes,no
1996,7,2,yes,no
1997,3,8,yes,yes
1998,9,4,yes,no
1999,5,10,yes,yes
2000,6,11,yes,yes
2001,5,0,yes,no
2002,1,6,yes,yes
2003,7,2,yes,no
2004,3,8,yes,yes
2005,4,9,yes,yes
2006,10,5,yes,no
2007,11,6,yes,no
2008,7,12,yes,yes
2009,13,8,yes,no
2010,14,9,yes,no
2011,10,15,yes,yes
2012,16,11,yes,no
2013,17,12,yes,no
2014,13,18,yes,yes
2015,14,19,yes,yes
2016,15,20,yes,yes
2017,16,21,yes,yes
2018,17,22,yes,yes
2019,18,23,yes,yes
2020,19,24,yes,yes
2021,25,20,yes,no
2022,26,21,yes,no
2023,27,22,yes,no
2024,23,28,yes,yes
2025,29,24,yes,no
2026,5,0,yes,no
2027,6,1,yes,no
2028,7,2,yes,no
2029,8,3,yes,no
2030,9,4,yes,no
2031,10,5,yes,no
2032,11,6,yes,no
2033,12,7,yes,no
2034,13,8,yes,no
2035,14,9,yes,no
2036,10,15,yes,yes
2037,16,11,yes,no
2038,17,12,yes,no
2039,18,13,yes,no
2040,19,14,yes,no
2041,15,20,yes,yes
2042,21,16,yes,no
2043,17,22,yes,yes
2044,23,18,yes,no
2045,0,5,yes,yes
2046,1,6,yes,yes
2047,7,2,yes,no
2048,3,8,yes,yes
2049,4,9,yes,yes
2050,10,5,yes,no
2051,11,6,yes,no
2052,5,0,yes,no
2053,6,1,yes,no
2054,7,2,yes,no
2055,8,3,yes,no
2056,9,4,yes,no
2057,5,10,yes,yes
2058,6,11,yes,yes
2059,7,12,yes,yes
2060,8,13,yes,yes
2061,14,9,yes,no
2062,10,15,yes,yes
2063,11,16,yes,yes
2064,12,17,yes,yes
2065,5,0,yes,no
2066,6,1,yes,no
2067,7,2,yes,no
2068,8,3,yes,no
2069,4,9,yes,yes
2070,10,5,yes,no
2071,6,11,yes,yes
2072,7,12,yes,yes
2073,8,13,yes,yes
2074,9,14,yes,yes
2075,10,15,yes,yes
2076,11,16,yes,yes
2077,12,17,yes,yes
2078,18,13,yes,no
2079,19,14,yes,no
2080,15,20,yes,yes
2081,21,16,yes,no
2082,22,17,yes,no
2083,23,18,yes,no
2084,24,19,yes,no
2085,20,25,yes,yes
2086,26,21,yes,no
2087,22,27,yes,yes
2088,23,28,yes,yes
2089,29,24,yes,no
2090,5,0,yes,no
2091,1,6,yes,yes
2092,2,7,yes,yes
2093,8,3,yes,no
2094,4,9,yes,yes
2095,5,10,yes,yes
2096,6,11,yes,yes
2097,7,12,yes,yes
2098,13,8,yes,no
2099,14,9,yes,no
2100,15,10,yes,no
2101,11,16,yes,yes
2102,17,12,yes,no
2103,13,18,yes,yes
2104,19,14,yes,no
2105,15,20,yes,yes
2106,16,21,yes,yes
2107,17,22,yes,yes
2108,23,18,yes,no
2109,19,24,yes,yes
2110,20,25,yes,yes
2111,21,26,yes,yes
2112,27,22,yes,no
2113,23,28,yes,yes
2114,24,29,yes,yes
2115,30,25,yes,no
2116,31,26,yes,no
2117,32,27,yes,no
2118,28,33,yes,yes
2119,34,29,yes,no
2120,30,35,yes,yes
2121,0,5,yes,yes
2122,6,1,yes,no
2123,2,7,yes,yes
2124,8,3,yes,no
2125,9,4,yes,no
2126,10,5,yes,no
2127,11,6,yes,no
2128,7,12,yes,yes
2129,8,13,yes,yes
2130,9,14,yes,yes
2131,10,15,yes,yes
2132,11,16,yes,yes
2133,12,17,yes,yes
2134,13,18,yes,yes
2135,14,19,yes,yes
2136,20,15,yes,no
2137,16,21,yes,yes
2138,17,22,yes,yes
2139,18,23,yes,yes
2140,24,19,yes,no
2141,25,20,yes,no
2142,21,26,yes,yes
2143,22,27,yes,yes
2144,23,28,yes,yes
2145,29,24,yes,no
2146,30,25,yes,no
2147,26,31,yes,yes
2148,27,32,yes,yes
2149,33,28,yes,no
2150,29,34,yes,yes
2151,35,30,yes,no
2152,31,36,yes,yes
2153,37,32,yes,no
2154,38,33,yes,no
2155,39,34,yes,no
2156,40,35,yes,no
2157,41,36,yes,no
2158,42,37,yes,no
2159,43,38,yes,no
2160,44,39,yes,no
2161,5,0,yes,no
2162,1,6,yes,yes
2163,7,2,yes,no
2164,3,8,yes,yes
2165,4,9,yes,yes
2166,10,5,yes,no
2167,6,11,yes,yes
2168,12,7,yes,no
2169,8,13,yes,yes
2170,9,14,yes,yes
2171,15,10,yes,no
2172,16,11,yes,no
2173,12,17,yes,yes
2174,18,13,yes,no
2175,14,19,yes,yes
2176,20,15,yes,no
2177,16,21,yes,yes
2178,17,22,yes,yes
2179,23,18,yes,no
2180,19,24,yes,yes
2181,25,20,yes,no
2182,26,21,yes,no
2183,5,0,yes,no
2184,1,6,yes,yes
2185,7,2,yes,no
2186,8,3,yes,no
2187,9,4,yes,no
2188,5,10,yes,yes
2189,11,6,yes,no
2190,5,0,yes,no
2191,1,6,yes,yes
2192,7,2,yes,no
2193,3,8,yes,yes
2194,4,9,yes,yes
2195,5,10,yes,yes
2196,11,6,yes,no
2197,12,7,yes,no
2198,13,8,yes,no
2199,14,9,yes,no
2200,10,15,yes,yes
2201,16,11,yes,no
2202,12,17,yes,yes
2203,18,13,yes,no
2204,14,19,yes,yes
2205,20,15,yes,no
2206,16,21,yes,yes
2207,22,17,yes,no
2208,23,18,yes,no
2209,19,24,yes,yes
2210,25,20,yes,no
2211,26,21,yes,no
2212,22,27,yes,yes
2213,28,23,yes,no
2214,24,29,yes,yes
2215,5,0,yes,no
2216,1,6,yes,yes
2217,2,7,yes,yes
2218,8,3,yes,no
2219,4,9,yes,yes
2220,5,10,yes,yes
2221,6,11,yes,yes
2222,12,7,yes,no
2223,13,8,yes,no
2224,14,9,yes,no
2225,15,10,yes,no
2226,11,16,yes,yes
2227,17,12,yes,no
2228,0,5,yes,yes
2229,1,6,yes,yes
2230,2,7,yes,yes
2231,8,3,yes,no
2232,9,4,yes,no
2233,5,10,yes,yes
2234,11,6,yes,no
2235,12,7,yes,no
2236,13,8,yes,no
2237,14,9,yes,no
2238,10,15,yes,yes
2239,11,16,yes,yes
2240,17,12,yes,no
2241,0,5,yes,yes
2242,6,1,yes,no
2243,7,2,yes,no
2244,3,8,yes,yes
2245,9,4,yes,no
2246,10,5,yes,no
2247,6,11,yes,yes
2248,12,7,yes,no
2249,8,13,yes,yes
2250,9,14,yes,yes
2251,15,10,yes,no
2252,16,11,yes,no
2253,17,12,yes,no
2254,18,13,yes,no
2255,14,19,yes,yes
2256,20,15,yes,no
2257,16,21,yes,yes
2258,17,22,yes,yes
2259,18,23,yes,yes
2260,5,0,yes,no
2261,5,0,yes,no
2262,1,6,yes,yes
2263,7,2,yes,no
2264,8,3,yes,no
2265,9,4,yes,no
2266,5,10,yes,yes
2267,6,11,yes,yes
2268,7,12,yes,yes
2269,13,8,yes,no
2270,9,14,yes,yes
2271,15,10,yes,no
2272,16,11,yes,no
2273,17,12,yes,no
2274,18,13,yes,no
2275,14,19,yes,yes
2276,15,20,yes,yes
2277,21,16,yes,no
2278,22,17,yes,no
2279,18,23,yes,yes
2280,5,0,yes,no
2281,6,1,yes,no
2282,7,2,yes,no
2283,8,3,yes,no
2284,9,4,yes,no
2285,5,10,yes,yes
2286,6,11,yes,yes
2287,7,12,yes,yes
2288,8,13,yes,yes
2289,14,9,yes,no
2290,5,0,yes,no
2291,1,6,yes,yes
2292,2,7,yes,yes
2293,8,3,yes,no
2294,4,9,yes,yes
2295,5,10,yes,yes
2296,6,11,yes,yes
2297,7,12,yes,yes
2298,13,8,yes,no
2299,9,14,yes,yes
2300,15,10,yes,no
2301,16,11,yes,no
2302,17,12,yes,no
2303,18,13,yes,no
2304,14,19,yes,yes
2305,15,20,yes,yes
2306,16,21,yes,yes
2307,17,22,yes,yes
2308,18,23,yes,yes
2309,24,19,yes,no
2310,20,25,yes,yes
2311,26,21,yes,no
2312,0,5,yes,yes
2313,1,6,yes,yes
2314,7,2,yes,no
2315,8,3,yes,no
2316,9,4,yes,no
2317,5,10,yes,yes
2318,6,11,yes,yes
