,step1,step2,prediction,gold
2906,1,0,no,yes
2907,2,1,no,yes
2908,2,3,no,no
2909,3,4,no,no
2910,5,4,no,yes
2911,6,5,no,yes
2912,6,7,no,no
2913,7,8,no,no
2914,9,8,no,yes
2915,10,9,no,yes
2916,11,10,no,yes
2917,12,11,no,yes
2918,13,12,no,yes
2919,14,13,no,yes
2920,14,15,no,no
2921,15,16,no,no
2922,17,16,no,yes
2923,18,17,no,yes
2924,19,18,no,yes
2925,19,20,no,no
2926,20,21,no,no
2927,21,22,no,no
2928,23,22,no,yes
2929,23,24,no,no
2930,25,24,no,yes
2931,25,26,no,no
2932,1,0,no,yes
2933,1,2,no,no
2934,2,3,no,no
2935,4,3,no,yes
2936,4,5,no,no
2937,6,5,no,yes
2938,7,6,no,yes
2939,8,7,no,yes
2940,9,8,no,yes
2941,10,9,no,yes
2942,11,10,no,yes
2943,11,12,no,no
2944,12,13,no,no
2945,14,13,no,yes
2946,15,14,no,yes
2947,16,15,no,yes
2948,17,16,no,yes
2949,17,18,no,no
2950,19,18,no,yes
2951,20,19,no,yes
2952,20,21,no,no
2953,21,22,no,no
2954,22,23,no,no
2955,1,0,no,yes
2956,2,1,no,yes
2957,2,3,no,no
2958,3,4,no,no
2959,4,5,no,no
2960,5,6,no,no
2961,6,7,no,no
2962,8,7,no,yes
2963,9,8,no,yes
2964,10,9,no,yes
2965,11,10,no,yes
2966,11,12,no,no
2967,12,13,no,no
2968,13,14,no,no
2969,14,15,no,no
2970,15,16,no,no
2971,16,17,no,no
2972,18,17,no,yes
2973,19,18,no,yes
2974,20,19,no,yes
2975,21,20,no,yes
2976,21,22,no,no
2977,23,22,no,yes
2978,0,1,no,no
2979,1,2,no,no
2980,2,3,no,no
2981,3,4,no,no
2982,4,5,no,no
2983,6,5,no,yes
2984,7,6,no,yes
2985,7,8,no,no
2986,8,9,no,no
2987,9,10,no,no
2988,10,11,no,no
2989,12,11,no,yes
2990,12,13,no,no
2991,13,14,no,no
2992,15,14,no,yes
2993,15,16,no,no
2994,17,16,no,yes
2995,18,17,no,yes
2996,19,18,no,yes
2997,19,20,no,no
2998,20,21,no,no
2999,21,22,no,no
3000,23,22,no,yes
3001,0,1,no,no
3002,2,1,no,yes
3003,2,3,no,no
3004,3,4,no,no
3005,4,5,no,no
3006,6,5,no,yes
3007,6,7,no,no
3008,7,8,no,no
3009,9,8,no,yes
3010,9,10,no,no
3011,11,10,no,yes
3012,0,1,no,no
3013,2,1,no,yes
3014,3,2,no,yes
3015,4,3,no,yes
3016,4,5,no,no
3017,5,6,no,no
3018,6,7,yes,no
3019,7,8,no,no
3020,9,8,no,yes
3021,10,9,no,yes
3022,10,11,no,no
3023,11,12,no,no
3024,12,13,no,no
3025,13,14,no,no
3026,14,15,no,no
3027,16,15,no,yes
3028,16,17,no,no
3029,17,18,no,no
3030,18,19,no,no
3031,19,20,no,no
3032,20,21,no,no
3033,21,22,no,no
3034,23,22,no,yes
3035,0,1,no,no
3036,1,2,no,no
3037,2,3,no,no
3038,4,3,yes,yes
3039,5,4,no,yes
3040,5,6,no,no
3041,6,7,no,no
3042,8,7,no,yes
3043,8,9,no,no
3044,10,9,no,yes
3045,10,11,no,no
3046,11,12,no,no
3047,12,13,no,no
3048,13,14,no,no
3049,15,14,no,yes
3050,15,16,no,no
3051,17,16,yes,yes
3052,0,1,no,no
3053,1,2,no,no
3054,2,3,no,no
3055,4,3,no,yes
3056,4,5,no,no
3057,6,5,no,yes
3058,7,6,no,yes
3059,7,8,no,no
3060,8,9,no,no
3061,10,9,no,yes
3062,10,11,no,no
3063,11,12,no,no
3064,13,12,no,yes
3065,13,14,no,no
3066,14,15,no,no
3067,15,16,no,no
3068,17,16,yes,yes
3069,1,0,no,yes
3070,1,2,no,no
3071,3,2,no,yes
3072,4,3,no,yes
3073,4,5,no,no
3074,5,6,no,no
3075,7,6,no,yes
3076,7,8,no,no
3077,9,8,no,yes
3078,10,9,no,yes
3079,11,10,no,yes
3080,11,12,no,no
3081,13,12,no,yes
3082,13,14,no,no
3083,15,14,no,yes
3084,16,15,no,yes
3085,17,16,no,yes
3086,0,1,no,no
3087,2,1,no,yes
3088,2,3,no,no
3089,3,4,no,no
3090,4,5,no,no
3091,6,5,no,yes
3092,6,7,no,no
3093,7,8,no,no
3094,9,8,no,yes
3095,9,10,no,no
3096,10,11,no,no
3097,12,11,no,yes
3098,13,12,no,yes
3099,14,13,no,yes
3100,14,15,no,no
3101,16,15,no,yes
3102,17,16,no,yes
3103,17,18,no,no
3104,19,18,no,yes
3105,20,19,no,yes
3106,1,0,yes,yes
3107,1,2,no,no
3108,3,2,no,yes
3109,3,4,no,no
3110,5,4,no,yes
3111,6,5,no,yes
3112,7,6,no,yes
3113,8,7,no,yes
3114,8,9,no,no
3115,9,10,no,no
3116,10,11,no,no
3117,11,12,no,no
3118,12,13,no,no
3119,13,14,no,no
3120,15,14,no,yes
3121,16,15,no,yes
3122,16,17,no,no
3123,1,0,no,yes
3124,2,1,no,yes
3125,2,3,no,no
3126,3,4,no,no
3127,5,4,no,yes
3128,6,5,no,yes
3129,6,7,no,no
3130,8,7,no,yes
3131,8,9,no,no
3132,10,9,no,yes
3133,10,11,no,no
3134,1,0,yes,yes
3135,2,1,no,yes
3136,2,3,no,no
3137,3,4,no,no
3138,4,5,no,no
3139,5,6,no,no
3140,6,7,no,no
3141,8,7,yes,yes
3142,0,1,no,no
3143,2,1,no,yes
3144,3,2,no,yes
3145,4,3,no,yes
3146,4,5,no,no
3147,5,6,no,no
3148,7,6,no,yes
3149,7,8,no,no
3150,9,8,no,yes
3151,10,9,no,yes
3152,11,10,no,yes
3153,12,11,no,yes
3154,12,13,no,no
3155,13,14,no,no
3156,14,15,no,no
3157,16,15,no,yes
3158,16,17,yes,no
3159,18,17,no,yes
3160,18,19,no,no
3161,20,19,no,yes
3162,20,21,no,no
3163,21,22,no,no
3164,22,23,no,no
3165,23,24,no,no
3166,25,24,no,yes
3167,25,26,no,no
3168,26,27,no,no
3169,28,27,no,yes
3170,28,29,no,no
3171,1,0,no,yes
3172,2,1,no,yes
3173,2,3,no,no
3174,3,4,no,no
3175,4,5,no,no
3176,5,6,no,no
3177,7,6,no,yes
3178,7,8,no,no
3179,8,9,no,no
3180,10,9,no,yes
3181,11,10,no,yes
3182,12,11,yes,yes
3183,12,13,no,no
3184,14,13,yes,yes
3185,0,1,no,no
3186,1,2,no,no
3187,3,2,no,yes
3188,4,3,no,yes
3189,4,5,no,no
3190,6,5,no,yes
3191,6,7,no,no
3192,8,7,no,yes
3193,9,8,no,yes
3194,9,10,no,no
3195,11,10,yes,yes
3196,0,1,no,no
3197,2,1,no,yes
3198,2,3,no,no
3199,4,3,no,yes
3200,4,5,no,no
3201,5,6,no,no
3202,6,7,no,no
3203,8,7,no,yes
3204,9,8,no,yes
3205,10,9,no,yes
3206,11,10,no,yes
3207,11,12,no,no
3208,12,13,no,no
3209,14,13,no,yes
3210,14,15,no,no
3211,16,15,no,yes
3212,16,17,no,no
3213,17,18,no,no
3214,18,19,no,no
3215,19,20,no,no
3216,21,20,no,yes
3217,21,22,no,no
3218,23,22,no,yes
3219,24,23,no,yes
3220,24,25,no,no
3221,25,26,no,no
3222,26,27,no,no
3223,28,27,no,yes
3224,29,28,no,yes
3225,30,29,no,yes
3226,31,30,yes,yes
3227,31,32,no,no
3228,32,33,no,no
3229,33,34,no,no
3230,35,34,no,yes
3231,0,1,no,no
3232,2,1,no,yes
3233,3,2,no,yes
3234,3,4,no,no
3235,5,4,no,yes
3236,5,6,no,no
3237,6,7,no,no
3238,8,7,no,yes
3239,8,9,no,no
3240,10,9,no,yes
3241,11,10,no,yes
3242,11,12,no,no
3243,12,13,no,no
3244,14,13,no,yes
3245,14,15,no,no
3246,15,16,no,no
3247,16,17,no,no
3248,1,0,no,yes
3249,1,2,no,no
3250,3,2,no,yes
3251,4,3,no,yes
3252,5,4,no,yes
3253,6,5,no,yes
3254,7,6,no,yes
3255,7,8,no,no
3256,8,9,no,no
3257,9,10,no,no
3258,10,11,no,no
3259,12,11,no,yes
3260,13,12,no,yes
3261,13,14,no,no
3262,14,15,no,no
3263,15,16,no,no
3264,16,17,no,no
3265,17,18,no,no
3266,19,18,no,yes
3267,19,20,no,no
3268,21,20,no,yes
3269,22,21,no,yes
3270,22,23,no,no
3271,0,1,no,no
3272,1,2,no,no
3273,2,3,no,no
3274,3,4,no,no
3275,5,4,no,yes
3276,5,6,no,no
3277,6,7,no,no
3278,7,8,no,no
3279,8,9,no,no
3280,10,9,no,yes
3281,10,11,no,no
3282,12,11,no,yes
3283,13,12,no,yes
3284,13,14,no,no
3285,14,15,no,no
3286,16,15,no,yes
3287,17,16,no,yes
3288,18,17,no,yes
3289,19,18,no,yes
3290,20,19,no,yes
3291,20,21,no,no
3292,21,22,no,no
3293,22,23,no,no
3294,1,0,no,yes
3295,1,2,no,no
3296,3,2,no,yes
3297,4,3,yes,yes
3298,5,4,no,yes
3299,5,6,no,no
3300,6,7,no,no
3301,8,7,no,yes
3302,9,8,no,yes
3303,10,9,no,yes
3304,11,10,no,yes
3305,12,11,no,yes
3306,13,12,no,yes
3307,13,14,no,no
3308,1,0,no,yes
3309,1,2,no,no
3310,3,2,no,yes
3311,4,3,no,yes
3312,5,4,no,yes
3313,5,6,no,no
3314,6,7,no,no
3315,7,8,no,no
3316,8,9,no,no
3317,9,10,no,no
3318,11,10,no,yes
3319,11,12,no,no
3320,12,13,no,no
3321,14,13,no,yes
3322,15,14,no,yes
3323,15,16,no,no
3324,17,16,no,yes
3325,1,0,no,yes
3326,2,1,no,yes
3327,3,2,no,yes
3328,4,3,no,yes
3329,5,4,no,yes
3330,6,5,no,yes
3331,7,6,no,yes
3332,7,8,no,no
3333,9,8,no,yes
3334,10,9,yes,yes
3335,10,11,no,no
3336,11,12,no,no
3337,13,12,no,yes
3338,14,13,no,yes
3339,14,15,no,no
3340,15,16,no,no
3341,17,16,no,yes
3342,0,1,no,no
3343,2,1,no,yes
3344,3,2,no,yes
3345,4,3,no,yes
3346,4,5,no,no
3347,6,5,no,yes
3348,7,6,no,yes
3349,8,7,no,yes
3350,9,8,no,yes
3351,9,10,no,no
3352,11,10,no,yes
3353,12,11,yes,yes
3354,13,12,no,yes
3355,13,14,no,no
3356,1,0,yes,yes
3357,1,2,no,no
3358,3,2,no,yes
3359,3,4,no,no
3360,5,4,no,yes
3361,5,6,no,no
3362,6,7,no,no
3363,7,8,no,no
3364,9,8,no,yes
3365,9,10,no,no
3366,10,11,no,no
3367,11,12,no,no
3368,12,13,no,no
3369,13,14,no,no
3370,14,15,no,no
3371,15,16,no,no
3372,17,16,no,yes
3373,17,18,no,no
3374,18,19,no,no
3375,19,20,no,no
3376,21,20,no,yes
3377,22,21,no,yes
3378,23,22,no,yes
3379,24,23,yes,yes
3380,24,25,no,no
3381,25,26,no,no
3382,0,1,no,no
3383,2,1,no,yes
3384,3,2,no,yes
3385,3,4,no,no
3386,4,5,no,no
3387,6,5,no,yes
3388,6,7,no,no
3389,7,8,no,no
3390,9,8,yes,yes
3391,10,9,no,yes
3392,11,10,no,yes
3393,11,12,no,no
3394,13,12,no,yes
3395,14,13,no,yes
3396,0,1,no,no
3397,1,2,no,no
3398,2,3,no,no
3399,4,3,no,yes
3400,5,4,no,yes
3401,6,5,no,yes
3402,7,6,no,yes
3403,7,8,no,no
3404,8,9,no,no
3405,9,10,no,no
3406,11,10,no,yes
3407,11,12,no,no
3408,13,12,no,yes
3409,13,14,no,no
3410,14,15,no,no
3411,16,15,no,yes
3412,17,16,yes,yes
3413,0,1,no,no
3414,1,2,no,no
3415,2,3,no,no
3416,3,4,no,no
3417,4,5,no,no
3418,5,6,no,no
3419,6,7,no,no
3420,8,7,no,yes
3421,8,9,no,no
3422,10,9,no,yes
3423,10,11,no,no
3424,11,12,no,no
3425,13,12,no,yes
3426,14,13,no,yes
3427,15,14,no,yes
3428,15,16,no,no
3429,17,16,no,yes
3430,1,0,yes,yes
3431,2,1,no,yes
3432,3,2,no,yes
3433,4,3,no,yes
3434,4,5,no,no
3435,5,6,no,no
3436,6,7,no,no
3437,8,7,no,yes
3438,9,8,no,yes
3439,10,9,no,yes
3440,11,10,no,yes
3441,11,12,no,no
3442,12,13,no,no
3443,13,14,no,no
3444,14,15,no,no
3445,15,16,no,no
3446,17,16,no,yes
3447,17,18,no,no
3448,18,19,no,no
3449,19,20,no,no
3450,21,20,no,yes
3451,22,21,no,yes
3452,23,22,no,yes
3453,23,24,no,no
3454,24,25,no,no
3455,25,26,no,no
3456,27,26,no,yes
3457,27,28,no,no
3458,28,29,no,no
3459,30,29,no,yes
3460,31,30,no,yes
3461,31,32,no,no
3462,1,0,no,yes
3463,1,2,no,no
3464,2,3,no,no
3465,3,4,no,no
3466,5,4,no,yes
3467,6,5,no,yes
3468,7,6,yes,yes
3469,7,8,no,no
3470,8,9,no,no
3471,10,9,no,yes
3472,11,10,no,yes
3473,12,11,no,yes
3474,12,13,no,no
3475,13,14,no,no
3476,14,15,no,no
3477,16,15,no,yes
3478,16,17,no,no
3479,18,17,no,yes
3480,18,19,no,no
3481,19,20,no,no
3482,0,1,no,no
3483,2,1,no,yes
3484,2,3,no,no
3485,4,3,no,yes
3486,5,4,no,yes
3487,6,5,no,yes
3488,7,6,no,yes
3489,8,7,no,yes
3490,9,8,no,yes
3491,10,9,no,yes
3492,11,10,no,yes
3493,12,11,no,yes
3494,12,13,no,no
3495,13,14,no,no
3496,15,14,no,yes
3497,15,16,no,no
3498,17,16,no,yes
3499,18,17,no,yes
3500,18,19,no,no
3501,19,20,no,no
3502,21,20,no,yes
3503,22,21,no,yes
3504,22,23,no,no
3505,24,23,no,yes
3506,24,25,no,no
3507,26,25,no,yes
3508,0,1,no,no
3509,2,1,no,yes
3510,2,3,no,no
3511,4,3,no,yes
3512,4,5,no,no
3513,5,6,no,no
3514,6,7,no,no
3515,8,7,no,yes
3516,8,9,no,no
3517,9,10,no,no
3518,10,11,no,no
3519,0,1,no,no
3520,2,1,no,yes
3521,3,2,no,yes
3522,3,4,no,no
3523,5,4,no,yes
3524,5,6,no,no
3525,6,7,no,no
3526,7,8,no,no
3527,9,8,no,yes
3528,9,10,no,no
3529,10,11,no,no
3530,12,11,no,yes
3531,13,12,yes,yes
3532,14,13,no,yes
3533,0,1,no,no
3534,1,2,no,no
3535,2,3,no,no
3536,4,3,yes,yes
3537,5,4,no,yes
3538,5,6,no,no
3539,6,7,no,no
3540,7,8,no,no
3541,8,9,no,no
3542,10,9,no,yes
3543,11,10,no,yes
3544,12,11,no,yes
3545,12,13,no,no
3546,14,13,no,yes
3547,15,14,no,yes
3548,16,15,no,yes
3549,16,17,no,no
3550,18,17,no,yes
3551,18,19,no,no
3552,20,19,no,yes
3553,21,20,no,yes
3554,21,22,no,no
3555,23,22,no,yes
3556,1,0,no,yes
3557,2,1,no,yes
3558,2,3,no,no
3559,3,4,no,no
3560,5,4,no,yes
3561,5,6,no,no
3562,6,7,no,no
3563,8,7,no,yes
3564,8,9,no,no
3565,10,9,no,yes
3566,10,11,no,no
3567,1,0,no,yes
3568,1,2,no,no
3569,2,3,no,no
3570,3,4,no,no
3571,5,4,no,yes
3572,6,5,no,yes
3573,7,6,no,yes
3574,8,7,no,yes
3575,8,9,no,no
3576,9,10,no,no
3577,11,10,no,yes
3578,1,0,no,yes
3579,1,2,no,no
3580,2,3,no,no
3581,4,3,no,yes
3582,4,5,no,no
3583,5,6,no,no
3584,7,6,no,yes
3585,8,7,no,yes
3586,9,8,no,yes
3587,10,9,no,yes
3588,10,11,no,no
3589,11,12,no,no
3590,13,12,no,yes
3591,13,14,no,no
3592,0,1,no,no
3593,2,1,no,yes
3594,2,3,no,no
3595,4,3,no,yes
3596,4,5,no,no
3597,6,5,no,yes
3598,6,7,no,no
3599,8,7,no,yes
3600,8,9,no,no
3601,9,10,no,no
3602,10,11,no,no
3603,11,12,no,no
3604,12,13,no,no
3605,14,13,no,yes
3606,14,15,no,no
3607,16,15,no,yes
3608,17,16,no,yes
3609,18,17,no,yes
3610,18,19,no,no
3611,20,19,no,yes
3612,0,1,no,no
3613,1,2,no,no
3614,3,2,no,yes
3615,4,3,no,yes
3616,5,4,no,yes
3617,6,5,no,yes
3618,6,7,no,no
3619,7,8,no,no
3620,8,9,no,no
3621,10,9,no,yes
3622,10,11,no,no
3623,11,12,no,no
3624,12,13,no,no
3625,14,13,no,yes
3626,1,0,no,yes
3627,2,1,no,yes
3628,3,2,no,yes
3629,4,3,yes,yes
3630,5,4,no,yes
3631,6,5,no,yes
3632,6,7,no,no
3633,8,7,no,yes
3634,8,9,no,no
3635,10,9,no,yes
3636,10,11,no,no
3637,12,11,no,yes
3638,13,12,no,yes
3639,14,13,no,yes
3640,14,15,no,no
3641,15,16,no,no
3642,16,17,no,no
3643,18,17,no,yes
3644,18,19,no,no
3645,19,20,no,no
3646,21,20,no,yes
3647,21,22,no,no
3648,23,22,no,yes
3649,24,23,no,yes
3650,24,25,no,no
3651,25,26,no,no
3652,27,26,no,yes
3653,28,27,no,yes
3654,28,29,no,no
3655,29,30,no,no
3656,31,30,no,yes
3657,32,31,yes,yes
3658,32,33,no,no
3659,34,33,no,yes
3660,34,35,no,no
3661,1,0,no,yes
3662,1,2,no,no
3663,2,3,no,no
3664,4,3,no,yes
3665,5,4,no,yes
3666,5,6,no,no
3667,7,6,no,yes
3668,8,7,no,yes
3669,8,9,no,no
3670,10,9,no,yes
3671,11,10,no,yes
3672,1,0,no,yes
3673,2,1,no,yes
3674,2,3,no,no
3675,4,3,no,yes
3676,5,4,no,yes
3677,5,6,no,no
3678,6,7,no,no
3679,8,7,no,yes
3680,9,8,no,yes
3681,9,10,no,no
3682,11,10,no,yes
3683,11,12,no,no
3684,13,12,no,yes
3685,13,14,no,no
3686,14,15,no,no
3687,16,15,no,yes
3688,16,17,no,no
3689,0,1,no,no
3690,1,2,no,no
3691,2,3,no,no
3692,4,3,no,yes
3693,5,4,no,yes
3694,5,6,no,no
3695,6,7,no,no
3696,7,8,no,no
3697,9,8,no,yes
3698,10,9,no,yes
3699,10,11,no,no
3700,1,0,no,yes
3701,1,2,no,no
3702,2,3,no,no
3703,3,4,no,no
3704,5,4,no,yes
3705,6,5,no,yes
3706,7,6,no,yes
3707,7,8,no,no
3708,9,8,no,yes
3709,9,10,no,no
3710,10,11,no,no
3711,12,11,no,yes
3712,13,12,yes,yes
3713,14,13,no,yes
3714,15,14,no,yes
3715,16,15,no,yes
3716,16,17,no,no
3717,18,17,no,yes
3718,18,19,no,no
3719,19,20,no,no
3720,0,1,no,no
3721,2,1,no,yes
3722,2,3,no,no
3723,3,4,no,no
3724,5,4,no,yes
3725,6,5,no,yes
3726,6,7,no,no
3727,7,8,no,no
3728,9,8,no,yes
3729,10,9,no,yes
3730,11,10,no,yes
3731,11,12,no,no
3732,13,12,no,yes
3733,14,13,no,yes
3734,15,14,no,yes
3735,16,15,no,yes
3736,17,16,no,yes
3737,0,1,no,no
3738,1,2,no,no
3739,2,3,no,no
3740,3,4,no,no
3741,4,5,no,no
3742,5,6,no,no
3743,7,6,yes,yes
3744,7,8,no,no
3745,1,0,no,yes
3746,2,1,no,yes
3747,3,2,no,yes
3748,4,3,no,yes
3749,5,4,no,yes
3750,5,6,no,no
3751,7,6,no,yes
3752,8,7,no,yes
3753,8,9,yes,no
3754,10,9,no,yes
3755,11,10,no,yes
3756,12,11,no,yes
3757,13,12,no,yes
3758,14,13,no,yes
3759,1,0,no,yes
3760,2,1,no,yes
3761,2,3,no,no
3762,4,3,no,yes
3763,5,4,no,yes
3764,5,6,no,no
3765,6,7,no,no
3766,7,8,no,no
3767,8,9,no,no
3768,9,10,no,no
3769,11,10,no,yes
3770,11,12,no,no
3771,12,13,no,no
3772,14,13,no,yes
3773,1,0,no,yes
3774,1,2,no,no
3775,3,2,no,yes
3776,3,4,no,no
3777,5,4,no,yes
3778,5,6,no,no
3779,6,7,no,no
3780,8,7,no,yes
3781,9,8,no,yes
3782,9,10,no,no
3783,10,11,no,no
3784,1,0,no,yes
3785,2,1,no,yes
3786,2,3,no,no
3787,4,3,no,yes
3788,5,4,no,yes
3789,6,5,no,yes
3790,7,6,no,yes
3791,7,8,no,no
3792,8,9,no,no
3793,9,10,no,no
3794,10,11,no,no
3795,11,12,no,no
3796,13,12,no,yes
3797,13,14,no,no
3798,14,15,no,no
3799,16,15,no,yes
3800,16,17,no,no
3801,17,18,no,no
3802,18,19,no,no
3803,19,20,no,no
3804,0,1,no,no
3805,2,1,no,yes
3806,3,2,no,yes
3807,3,4,no,no
3808,5,4,no,yes
3809,5,6,no,no
3810,6,7,no,no
3811,7,8,no,no
3812,1,0,no,yes
3813,1,2,no,no
3814,2,3,no,no
3815,3,4,no,no
3816,5,4,yes,yes
3817,6,5,no,yes
3818,7,6,no,yes
3819,8,7,no,yes
3820,8,9,no,no
3821,10,9,no,yes
3822,11,10,yes,yes
3823,12,11,no,yes
3824,13,12,no,yes
3825,14,13,yes,yes
3826,1,0,no,yes
3827,2,1,no,yes
3828,3,2,no,yes
3829,4,3,no,yes
3830,5,4,no,yes
3831,5,6,no,no
3832,6,7,no,no
3833,8,7,no,yes
3834,8,9,no,no
3835,9,10,no,no
3836,10,11,no,no
3837,12,11,no,yes
3838,13,12,yes,yes
3839,13,14,no,no
3840,0,1,no,no
3841,2,1,no,yes
3842,3,2,no,yes
3843,3,4,no,no
3844,5,4,no,yes
3845,6,5,no,yes
3846,6,7,no,no
3847,8,7,no,yes
3848,9,8,no,yes
3849,9,10,no,no
3850,11,10,no,yes
3851,0,1,no,no
3852,1,2,no,no
3853,3,2,no,yes
3854,3,4,no,no
3855,5,4,no,yes
3856,6,5,no,yes
3857,7,6,no,yes
3858,7,8,no,no
3859,0,1,no,no
3860,2,1,no,yes
3861,2,3,no,no
3862,4,3,no,yes
3863,5,4,no,yes
3864,5,6,no,no
3865,6,7,no,no
3866,7,8,no,no
3867,8,9,no,no
3868,10,9,no,yes
3869,11,10,no,yes
3870,12,11,no,yes
3871,12,13,no,no
3872,14,13,no,yes
3873,14,15,no,no
3874,15,16,no,no
3875,17,16,no,yes
3876,18,17,no,yes
3877,19,18,no,yes
3878,19,20,no,no
3879,21,20,no,yes
3880,22,21,no,yes
3881,22,23,no,no
3882,24,23,no,yes
3883,24,25,no,no
3884,25,26,no,no
3885,27,26,no,yes
3886,28,27,no,yes
3887,29,28,no,yes
3888,29,30,no,no
3889,30,31,no,no
3890,32,31,no,yes
3891,1,0,yes,yes
3892,1,2,no,no
3893,2,3,no,no
3894,3,4,no,no
3895,5,4,yes,yes
3896,5,6,no,no
3897,7,6,no,yes
3898,8,7,no,yes
3899,9,8,no,yes
3900,9,10,no,no
3901,10,11,no,no
3902,12,11,no,yes
3903,13,12,no,yes
3904,13,14,no,no
3905,14,15,no,no
3906,15,16,no,no
3907,17,16,no,yes
3908,17,18,no,no
3909,18,19,no,no
3910,19,20,no,no
3911,20,21,no,no
3912,21,22,no,no
3913,22,23,no,no
3914,0,1,no,no
3915,1,2,no,no
3916,3,2,no,yes
3917,4,3,no,yes
3918,4,5,no,no
3919,6,5,no,yes
3920,6,7,no,no
3921,8,7,no,yes
3922,8,9,no,no
3923,10,9,no,yes
3924,11,10,no,yes
3925,12,11,no,yes
3926,13,12,no,yes
3927,13,14,no,no
3928,14,15,no,no
3929,15,16,no,no
3930,17,16,no,yes
3931,18,17,no,yes
3932,18,19,no,no
3933,19,20,no,no
3934,21,20,no,yes
3935,21,22,no,no
3936,23,22,yes,yes
3937,1,0,no,yes
3938,1,2,no,no
3939,3,2,no,yes
3940,3,4,no,no
3941,4,5,no,no
3942,6,5,no,yes
3943,6,7,no,no
3944,8,7,no,yes
3945,9,8,no,yes
3946,9,10,no,no
3947,10,11,no,no
3948,12,11,no,yes
3949,12,13,no,no
3950,14,13,no,yes
3951,15,14,no,yes
3952,16,15,no,yes
3953,16,17,no,no
3954,17,18,no,no
3955,19,18,no,yes
3956,19,20,no,no
3957,1,0,no,yes
3958,2,1,no,yes
3959,3,2,no,yes
3960,4,3,no,yes
3961,4,5,no,no
3962,6,5,yes,yes
3963,7,6,no,yes
3964,7,8,no,no
3965,9,8,no,yes
3966,10,9,no,yes
3967,10,11,no,no
3968,11,12,no,no
3969,13,12,no,yes
3970,14,13,no,yes
3971,15,14,no,yes
3972,16,15,no,yes
3973,17,16,no,yes
3974,17,18,no,no
3975,18,19,no,no
3976,20,19,no,yes
3977,21,20,no,yes
3978,21,22,no,no
3979,22,23,no,no
3980,23,24,no,no
3981,24,25,no,no
3982,25,26,no,no
3983,0,1,no,no
3984,2,1,yes,yes
3985,3,2,no,yes
3986,3,4,no,no
3987,5,4,no,yes
3988,6,5,no,yes
3989,7,6,no,yes
3990,8,7,no,yes
3991,9,8,no,yes
3992,9,10,no,no
3993,11,10,no,yes
3994,11,12,no,no
3995,12,13,no,no
3996,13,14,no,no
3997,14,15,no,no
3998,15,16,no,no
3999,17,16,no,yes
4000,18,17,no,yes
4001,19,18,no,yes
4002,19,20,no,no
4003,21,20,no,yes
4004,22,21,no,yes
4005,22,23,no,no
4006,0,1,no,no
4007,1,2,no,no
4008,3,2,no,yes
4009,3,4,no,no
4010,5,4,no,yes
4011,5,6,no,no
4012,6,7,no,no
4013,8,7,no,yes
4014,8,9,no,no
4015,9,10,no,no
4016,10,11,no,no
4017,1,0,no,yes
4018,1,2,no,no
4019,3,2,no,yes
4020,4,3,no,yes
4021,4,5,no,no
4022,6,5,no,yes
4023,7,6,no,yes
4024,7,8,no,no
4025,8,9,no,no
4026,9,10,no,no
4027,10,11,no,no
4028,12,11,no,yes
4029,13,12,no,yes
4030,13,14,no,no
4031,15,14,no,yes
4032,15,16,no,no
4033,17,16,yes,yes
4034,17,18,no,no
4035,18,19,no,no
4036,19,20,no,no
4037,20,21,no,no
4038,21,22,no,no
4039,22,23,no,no
4040,23,24,no,no
4041,25,24,no,yes
4042,25,26,no,no
4043,1,0,no,yes
4044,2,1,no,yes
4045,3,2,no,yes
4046,4,3,no,yes
4047,5,4,no,yes
4048,6,5,no,yes
4049,7,6,no,yes
4050,8,7,no,yes
4051,8,9,no,no
4052,9,10,no,no
4053,10,11,no,no
4054,11,12,no,no
4055,13,12,no,yes
4056,14,13,no,yes
4057,15,14,no,yes
4058,15,16,no,no
4059,16,17,no,no
4060,18,17,no,yes
4061,19,18,no,yes
4062,20,19,no,yes
4063,1,0,no,yes
4064,1,2,no,no
4065,2,3,no,no
4066,3,4,no,no
4067,4,5,no,no
4068,6,5,no,yes
4069,6,7,no,no
4070,8,7,no,yes
4071,8,9,no,no
4072,10,9,no,yes
4073,11,10,no,yes
4074,12,11,no,yes
4075,13,12,no,yes
4076,13,14,no,no
4077,14,15,no,no
4078,16,15,no,yes
4079,16,17,no,no
4080,17,18,no,no
4081,19,18,no,yes
4082,20,19,no,yes
4083,21,20,no,yes
4084,22,21,no,yes
4085,23,22,no,yes
4086,24,23,no,yes
4087,25,24,no,yes
4088,26,25,no,yes
4089,26,27,no,no
4090,28,27,no,yes
4091,28,29,no,no
4092,30,29,no,yes
4093,31,30,no,yes
4094,31,32,no,no
4095,33,32,no,yes
4096,34,33,no,yes
4097,35,34,yes,yes
4098,0,1,no,no
4099,1,2,no,no
4100,3,2,no,yes
4101,3,4,no,no
4102,4,5,no,no
4103,6,5,no,yes
4104,6,7,no,no
4105,7,8,no,no
4106,8,9,no,no
4107,10,9,no,yes
4108,10,11,no,no
4109,11,12,no,no
4110,12,13,no,no
4111,13,14,no,no
4112,0,1,no,no
4113,1,2,no,no
4114,2,3,no,no
4115,4,3,no,yes
4116,4,5,no,no
4117,6,5,no,yes
4118,6,7,no,no
