,step1,step2,prediction,gold
3038,4,3,yes,no
3039,5,4,yes,no
3040,5,6,yes,yes
3041,6,7,yes,yes
3042,8,7,yes,no
3043,8,9,yes,yes
3044,10,9,yes,no
3045,10,11,yes,yes
3046,11,12,yes,yes
3047,12,13,yes,yes
3048,13,14,yes,yes
3049,15,14,yes,no
3050,15,16,yes,yes
3051,17,16,no,no
3052,0,1,yes,yes
3053,1,2,yes,yes
3054,2,3,yes,yes
3055,4,3,yes,no
3056,4,5,yes,yes
3057,6,5,yes,no
3058,7,6,yes,no
3059,7,8,yes,yes
3060,8,9,yes,yes
3061,10,9,yes,no
3062,10,11,yes,yes
3063,11,12,yes,yes
3064,13,12,yes,no
3065,13,14,yes,yes
3066,14,15,yes,yes
3067,15,16,yes,yes
3068,17,16,yes,no
3069,1,0,yes,no
3070,1,2,yes,yes
3071,3,2,yes,no
3072,4,3,yes,no
3073,4,5,yes,yes
3074,5,6,yes,yes
3075,7,6,yes,no
3076,7,8,yes,yes
3077,9,8,yes,no
3078,10,9,yes,no
3079,11,10,no,no
3080,11,12,yes,yes
3081,13,12,yes,no
3082,13,14,yes,yes
3083,15,14,yes,no
3084,16,15,yes,no
3085,17,16,yes,no
3086,0,1,yes,yes
3087,2,1,yes,no
3088,2,3,yes,yes
3089,3,4,yes,yes
3090,4,5,yes,yes
3091,6,5,yes,no
3092,6,7,yes,yes
3093,7,8,yes,yes
3094,9,8,yes,no
3095,9,10,yes,yes
3096,10,11,yes,yes
3097,12,11,yes,no
3098,13,12,yes,no
3099,14,13,yes,no
3100,14,15,yes,yes
3101,16,15,yes,no
3102,17,16,no,no
3103,17,18,yes,yes
3104,19,18,yes,no
3105,20,19,yes,no
3106,1,0,yes,no
3107,1,2,yes,yes
3108,3,2,yes,no
3109,3,4,yes,yes
3110,5,4,yes,no
3111,6,5,yes,no
3112,7,6,yes,no
3113,8,7,yes,no
3114,8,9,yes,yes
3115,9,10,yes,yes
3116,10,11,yes,yes
3117,11,12,yes,yes
3118,12,13,yes,yes
3119,13,14,yes,yes
3120,15,14,yes,no
3121,16,15,yes,no
3122,16,17,yes,yes
3123,1,0,yes,no
3124,2,1,yes,no
3125,2,3,yes,yes
3126,3,4,yes,yes
3127,5,4,yes,no
3128,6,5,yes,no
3129,6,7,yes,yes
3130,8,7,yes,no
3131,8,9,yes,yes
3132,10,9,yes,no
3133,10,11,yes,yes
3134,1,0,yes,no
3135,2,1,yes,no
3136,2,3,yes,yes
3137,3,4,yes,yes
3138,4,5,yes,yes
3139,5,6,yes,yes
3140,6,7,yes,yes
3141,8,7,yes,no
3142,0,1,yes,yes
3143,2,1,yes,no
3144,3,2,yes,no
3145,4,3,yes,no
3146,4,5,yes,yes
3147,5,6,yes,yes
3148,7,6,yes,no
3149,7,8,yes,yes
3150,9,8,yes,no
3151,10,9,yes,no
3152,11,10,yes,no
3153,12,11,yes,no
3154,12,13,yes,yes
3155,13,14,yes,yes
3156,14,15,yes,yes
3157,16,15,yes,no
3158,16,17,yes,yes
3159,18,17,yes,no
3160,18,19,yes,yes
3161,20,19,yes,no
3162,20,21,yes,yes
3163,21,22,yes,yes
3164,22,23,yes,yes
3165,23,24,yes,yes
3166,25,24,yes,no
3167,25,26,yes,yes
3168,26,27,yes,yes
3169,28,27,yes,no
3170,28,29,yes,yes
3171,1,0,yes,no
3172,2,1,yes,no
3173,2,3,yes,yes
3174,3,4,yes,yes
3175,4,5,yes,yes
3176,5,6,yes,yes
3177,7,6,yes,no
3178,7,8,yes,yes
3179,8,9,yes,yes
3180,10,9,yes,no
3181,11,10,yes,no
3182,12,11,no,no
3183,12,13,yes,yes
3184,14,13,no,no
3185,0,1,yes,yes
3186,1,2,yes,yes
3187,3,2,yes,no
3188,4,3,yes,no
3189,4,5,yes,yes
3190,6,5,yes,no
3191,6,7,yes,yes
3192,8,7,no,no
3193,9,8,yes,no
3194,9,10,yes,yes
3195,11,10,yes,no
3196,0,1,yes,yes
3197,2,1,yes,no
3198,2,3,yes,yes
3199,4,3,yes,no
3200,4,5,yes,yes
3201,5,6,yes,yes
3202,6,7,yes,yes
3203,8,7,yes,no
3204,9,8,yes,no
3205,10,9,yes,no
3206,11,10,yes,no
3207,11,12,yes,yes
3208,12,13,yes,yes
3209,14,13,yes,no
3210,14,15,yes,yes
3211,16,15,yes,no
3212,16,17,yes,yes
3213,17,18,yes,yes
3214,18,19,yes,yes
3215,19,20,yes,yes
3216,21,20,yes,no
3217,21,22,yes,yes
3218,23,22,yes,no
3219,24,23,yes,no
3220,24,25,yes,yes
3221,25,26,yes,yes
3222,26,27,yes,yes
3223,28,27,yes,no
3224,29,28,yes,no
3225,30,29,yes,no
3226,31,30,yes,no
3227,31,32,yes,yes
3228,32,33,yes,yes
3229,33,34,yes,yes
3230,35,34,yes,no
3231,0,1,yes,yes
3232,2,1,no,no
3233,3,2,yes,no
3234,3,4,yes,yes
3235,5,4,yes,no
3236,5,6,yes,yes
3237,6,7,yes,yes
3238,8,7,yes,no
3239,8,9,yes,yes
3240,10,9,yes,no
3241,11,10,yes,no
3242,11,12,yes,yes
3243,12,13,yes,yes
3244,14,13,yes,no
3245,14,15,yes,yes
3246,15,16,yes,yes
3247,16,17,yes,yes
3248,1,0,no,no
3249,1,2,yes,yes
3250,3,2,yes,no
3251,4,3,yes,no
3252,5,4,yes,no
3253,6,5,yes,no
3254,7,6,yes,no
3255,7,8,yes,yes
3256,8,9,yes,yes
3257,9,10,yes,yes
3258,10,11,yes,yes
3259,12,11,yes,no
3260,13,12,yes,no
3261,13,14,yes,yes
3262,14,15,yes,yes
3263,15,16,yes,yes
3264,16,17,yes,yes
3265,17,18,yes,yes
3266,19,18,yes,no
3267,19,20,yes,yes
3268,21,20,yes,no
3269,22,21,no,no
3270,22,23,yes,yes
3271,0,1,yes,yes
3272,1,2,yes,yes
3273,2,3,yes,yes
3274,3,4,yes,yes
3275,5,4,yes,no
3276,5,6,yes,yes
3277,6,7,yes,yes
3278,7,8,yes,yes
3279,8,9,yes,yes
3280,10,9,yes,no
3281,10,11,yes,yes
3282,12,11,yes,no
3283,13,12,yes,no
3284,13,14,yes,yes
3285,14,15,yes,yes
3286,16,15,yes,no
3287,17,16,yes,no
3288,18,17,yes,no
3289,19,18,yes,no
3290,20,19,yes,no
3291,20,21,yes,yes
3292,21,22,yes,yes
3293,22,23,yes,yes
3294,1,0,yes,no
3295,1,2,yes,yes
3296,3,2,yes,no
3297,4,3,no,no
3298,5,4,yes,no
3299,5,6,yes,yes
3300,6,7,yes,yes
3301,8,7,no,no
3302,9,8,yes,no
3303,10,9,yes,no
3304,11,10,yes,no
3305,12,11,yes,no
3306,13,12,yes,no
3307,13,14,yes,yes
3308,1,0,yes,no
3309,1,2,yes,yes
3310,3,2,yes,no
3311,4,3,yes,no
3312,5,4,yes,no
3313,5,6,yes,yes
3314,6,7,yes,yes
3315,7,8,yes,yes
3316,8,9,yes,yes
3317,9,10,yes,yes
3318,11,10,no,no
3319,11,12,yes,yes
3320,12,13,yes,yes
3321,14,13,yes,no
3322,15,14,yes,no
3323,15,16,yes,yes
3324,17,16,yes,no
3325,1,0,yes,no
3326,2,1,yes,no
3327,3,2,yes,no
3328,4,3,yes,no
3329,5,4,yes,no
3330,6,5,yes,no
3331,7,6,yes,no
3332,7,8,yes,yes
3333,9,8,yes,no
3334,10,9,yes,no
3335,10,11,yes,yes
3336,11,12,yes,yes
3337,13,12,yes,no
3338,14,13,yes,no
3339,14,15,yes,yes
3340,15,16,yes,yes
3341,17,16,no,no
3342,0,1,yes,yes
3343,2,1,yes,no
3344,3,2,yes,no
3345,4,3,yes,no
3346,4,5,yes,yes
3347,6,5,yes,no
3348,7,6,yes,no
3349,8,7,yes,no
3350,9,8,yes,no
3351,9,10,no,yes
3352,11,10,yes,no
3353,12,11,no,no
3354,13,12,yes,no
3355,13,14,yes,yes
3356,1,0,no,no
3357,1,2,yes,yes
3358,3,2,yes,no
3359,3,4,yes,yes
3360,5,4,yes,no
3361,5,6,yes,yes
3362,6,7,yes,yes
3363,7,8,yes,yes
3364,9,8,yes,no
3365,9,10,yes,yes
3366,10,11,yes,yes
3367,11,12,yes,yes
3368,12,13,yes,yes
3369,13,14,yes,yes
3370,14,15,yes,yes
3371,15,16,yes,yes
3372,17,16,yes,no
3373,17,18,yes,yes
3374,18,19,yes,yes
3375,19,20,yes,yes
3376,21,20,yes,no
3377,22,21,yes,no
3378,23,22,yes,no
3379,24,23,no,no
3380,24,25,yes,yes
3381,25,26,yes,yes
3382,0,1,yes,yes
3383,2,1,yes,no
3384,3,2,yes,no
3385,3,4,yes,yes
3386,4,5,yes,yes
3387,6,5,yes,no
3388,6,7,yes,yes
3389,7,8,yes,yes
3390,9,8,yes,no
3391,10,9,yes,no
3392,11,10,yes,no
3393,11,12,yes,yes
3394,13,12,yes,no
3395,14,13,yes,no
3396,0,1,yes,yes
3397,1,2,yes,yes
3398,2,3,yes,yes
3399,4,3,yes,no
3400,5,4,yes,no
3401,6,5,yes,no
3402,7,6,yes,no
3403,7,8,yes,yes
3404,8,9,yes,yes
3405,9,10,yes,yes
3406,11,10,yes,no
3407,11,12,yes,yes
3408,13,12,yes,no
3409,13,14,yes,yes
3410,14,15,yes,yes
3411,16,15,yes,no
3412,17,16,no,no
3413,0,1,yes,yes
3414,1,2,yes,yes
3415,2,3,yes,yes
3416,3,4,yes,yes
3417,4,5,yes,yes
3418,5,6,yes,yes
3419,6,7,yes,yes
3420,8,7,yes,no
3421,8,9,yes,yes
3422,10,9,yes,no
3423,10,11,yes,yes
3424,11,12,yes,yes
3425,13,12,yes,no
3426,14,13,yes,no
3427,15,14,yes,no
3428,15,16,yes,yes
3429,17,16,no,no
3430,1,0,yes,no
3431,2,1,yes,no
3432,3,2,yes,no
3433,4,3,yes,no
3434,4,5,yes,yes
3435,5,6,yes,yes
3436,6,7,yes,yes
3437,8,7,yes,no
3438,9,8,no,no
3439,10,9,yes,no
3440,11,10,yes,no
3441,11,12,yes,yes
3442,12,13,yes,yes
3443,13,14,yes,yes
3444,14,15,yes,yes
3445,15,16,yes,yes
3446,17,16,yes,no
3447,17,18,yes,yes
3448,18,19,yes,yes
3449,19,20,yes,yes
3450,21,20,yes,no
3451,22,21,yes,no
3452,23,22,yes,no
3453,23,24,yes,yes
3454,24,25,yes,yes
3455,25,26,yes,yes
3456,27,26,yes,no
3457,27,28,no,yes
3458,28,29,yes,yes
3459,30,29,yes,no
3460,31,30,yes,no
3461,31,32,yes,yes
3462,1,0,yes,no
3463,1,2,yes,yes
3464,2,3,yes,yes
3465,3,4,yes,yes
3466,5,4,no,no
3467,6,5,no,no
3468,7,6,no,no
3469,7,8,yes,yes
3470,8,9,yes,yes
3471,10,9,yes,no
3472,11,10,yes,no
3473,12,11,yes,no
3474,12,13,yes,yes
3475,13,14,yes,yes
3476,14,15,yes,yes
3477,16,15,yes,no
3478,16,17,yes,yes
3479,18,17,yes,no
3480,18,19,yes,yes
3481,19,20,yes,yes
3482,0,1,yes,yes
3483,2,1,yes,no
3484,2,3,yes,yes
3485,4,3,yes,no
3486,5,4,yes,no
3487,6,5,yes,no
3488,7,6,yes,no
3489,8,7,yes,no
3490,9,8,yes,no
3491,10,9,yes,no
3492,11,10,yes,no
3493,12,11,yes,no
3494,12,13,yes,yes
3495,13,14,yes,yes
3496,15,14,yes,no
3497,15,16,yes,yes
3498,17,16,yes,no
3499,18,17,yes,no
3500,18,19,yes,yes
3501,19,20,yes,yes
3502,21,20,yes,no
3503,22,21,yes,no
3504,22,23,yes,yes
3505,24,23,yes,no
3506,24,25,no,yes
3507,26,25,no,no
3508,0,1,yes,yes
3509,2,1,yes,no
3510,2,3,yes,yes
3511,4,3,yes,no
3512,4,5,yes,yes
3513,5,6,yes,yes
3514,6,7,yes,yes
3515,8,7,yes,no
3516,8,9,yes,yes
3517,9,10,yes,yes
3518,10,11,yes,yes
3519,0,1,yes,yes
3520,2,1,yes,no
3521,3,2,yes,no
3522,3,4,yes,yes
3523,5,4,yes,no
3524,5,6,yes,yes
3525,6,7,yes,yes
3526,7,8,yes,yes
3527,9,8,yes,no
3528,9,10,yes,yes
3529,10,11,yes,yes
3530,12,11,yes,no
3531,13,12,yes,no
3532,14,13,yes,no
3533,0,1,yes,yes
3534,1,2,yes,yes
3535,2,3,yes,yes
3536,4,3,no,no
3537,5,4,yes,no
3538,5,6,yes,yes
3539,6,7,yes,yes
3540,7,8,yes,yes
3541,8,9,yes,yes
3542,10,9,yes,no
3543,11,10,yes,no
3544,12,11,yes,no
3545,12,13,yes,yes
3546,14,13,yes,no
3547,15,14,yes,no
3548,16,15,yes,no
3549,16,17,yes,yes
3550,18,17,yes,no
3551,18,19,yes,yes
3552,20,19,yes,no
3553,21,20,yes,no
3554,21,22,yes,yes
3555,23,22,yes,no
3556,1,0,yes,no
3557,2,1,yes,no
3558,2,3,yes,yes
3559,3,4,yes,yes
3560,5,4,yes,no
3561,5,6,yes,yes
3562,6,7,yes,yes
3563,8,7,yes,no
3564,8,9,yes,yes
3565,10,9,yes,no
3566,10,11,yes,yes
3567,1,0,yes,no
3568,1,2,yes,yes
3569,2,3,yes,yes
3570,3,4,yes,yes
3571,5,4,yes,no
3572,6,5,yes,no
3573,7,6,yes,no
3574,8,7,yes,no
3575,8,9,yes,yes
3576,9,10,yes,yes
3577,11,10,yes,no
3578,1,0,yes,no
3579,1,2,yes,yes
3580,2,3,yes,yes
3581,4,3,yes,no
3582,4,5,yes,yes
3583,5,6,yes,yes
3584,7,6,yes,no
3585,8,7,yes,no
3586,9,8,yes,no
3587,10,9,yes,no
3588,10,11,yes,yes
3589,11,12,yes,yes
3590,13,12,yes,no
3591,13,14,yes,yes
3592,0,1,yes,yes
3593,2,1,yes,no
3594,2,3,yes,yes
3595,4,3,yes,no
3596,4,5,yes,yes
3597,6,5,yes,no
3598,6,7,yes,yes
3599,8,7,yes,no
3600,8,9,yes,yes
3601,9,10,yes,yes
3602,10,11,yes,yes
3603,11,12,yes,yes
3604,12,13,yes,yes
3605,14,13,yes,no
3606,14,15,yes,yes
3607,16,15,yes,no
3608,17,16,yes,no
3609,18,17,yes,no
3610,18,19,yes,yes
3611,20,19,yes,no
3612,0,1,yes,yes
3613,1,2,yes,yes
3614,3,2,yes,no
3615,4,3,no,no
3616,5,4,yes,no
3617,6,5,yes,no
3618,6,7,yes,yes
3619,7,8,yes,yes
3620,8,9,yes,yes
3621,10,9,yes,no
3622,10,11,yes,yes
3623,11,12,yes,yes
3624,12,13,yes,yes
3625,14,13,yes,no
3626,1,0,yes,no
3627,2,1,yes,no
3628,3,2,yes,no
3629,4,3,no,no
3630,5,4,yes,no
3631,6,5,yes,no
3632,6,7,yes,yes
3633,8,7,yes,no
3634,8,9,yes,yes
3635,10,9,yes,no
3636,10,11,yes,yes
3637,12,11,yes,no
3638,13,12,yes,no
3639,14,13,yes,no
3640,14,15,yes,yes
3641,15,16,yes,yes
3642,16,17,yes,yes
3643,18,17,yes,no
3644,18,19,yes,yes
3645,19,20,yes,yes
3646,21,20,yes,no
3647,21,22,yes,yes
3648,23,22,yes,no
3649,24,23,yes,no
3650,24,25,yes,yes
3651,25,26,yes,yes
3652,27,26,yes,no
3653,28,27,yes,no
3654,28,29,yes,yes
3655,29,30,yes,yes
3656,31,30,yes,no
3657,32,31,no,no
3658,32,33,yes,yes
3659,34,33,yes,no
3660,34,35,yes,yes
3661,1,0,yes,no
3662,1,2,yes,yes
3663,2,3,yes,yes
3664,4,3,yes,no
3665,5,4,yes,no
3666,5,6,yes,yes
3667,7,6,yes,no
3668,8,7,yes,no
3669,8,9,yes,yes
3670,10,9,yes,no
3671,11,10,yes,no
3672,1,0,yes,no
3673,2,1,yes,no
3674,2,3,yes,yes
3675,4,3,yes,no
3676,5,4,yes,no
3677,5,6,yes,yes
3678,6,7,yes,yes
3679,8,7,yes,no
3680,9,8,yes,no
3681,9,10,yes,yes
3682,11,10,yes,no
3683,11,12,yes,yes
3684,13,12,yes,no
3685,13,14,yes,yes
3686,14,15,yes,yes
3687,16,15,yes,no
3688,16,17,yes,yes
3689,0,1,yes,yes
3690,1,2,yes,yes
3691,2,3,yes,yes
3692,4,3,yes,no
3693,5,4,yes,no
3694,5,6,yes,yes
3695,6,7,yes,yes
3696,7,8,yes,yes
3697,9,8,yes,no
3698,10,9,yes,no
3699,10,11,yes,yes
3700,1,0,yes,no
3701,1,2,yes,yes
3702,2,3,yes,yes
3703,3,4,yes,yes
3704,5,4,yes,no
3705,6,5,yes,no
3706,7,6,yes,no
3707,7,8,yes,yes
3708,9,8,yes,no
3709,9,10,yes,yes
3710,10,11,yes,yes
3711,12,11,yes,no
3712,13,12,no,no
3713,14,13,yes,no
3714,15,14,yes,no
3715,16,15,yes,no
3716,16,17,yes,yes
3717,18,17,yes,no
3718,18,19,yes,yes
3719,19,20,yes,yes
3720,0,1,yes,yes
3721,2,1,yes,no
3722,2,3,yes,yes
3723,3,4,yes,yes
3724,5,4,yes,no
3725,6,5,yes,no
3726,6,7,yes,yes
3727,7,8,yes,yes
3728,9,8,yes,no
3729,10,9,yes,no
3730,11,10,yes,no
3731,11,12,yes,yes
3732,13,12,yes,no
3733,14,13,yes,no
3734,15,14,yes,no
3735,16,15,yes,no
3736,17,16,no,no
3737,0,1,yes,yes
3738,1,2,yes,yes
3739,2,3,yes,yes
3740,3,4,yes,yes
3741,4,5,yes,yes
3742,5,6,yes,yes
3743,7,6,yes,no
3744,7,8,yes,yes
3745,1,0,yes,no
3746,2,1,yes,no
3747,3,2,yes,no
3748,4,3,yes,no
3749,5,4,yes,no
3750,5,6,yes,yes
3751,7,6,yes,no
3752,8,7,yes,no
3753,8,9,no,yes
3754,10,9,yes,no
3755,11,10,yes,no
3756,12,11,yes,no
3757,13,12,yes,no
3758,14,13,yes,no
3759,1,0,yes,no
3760,2,1,yes,no
3761,2,3,yes,yes
3762,4,3,yes,no
3763,5,4,yes,no
3764,5,6,yes,yes
3765,6,7,yes,yes
3766,7,8,yes,yes
3767,8,9,yes,yes
3768,9,10,yes,yes
3769,11,10,yes,no
3770,11,12,yes,yes
3771,12,13,yes,yes
3772,14,13,yes,no
3773,1,0,yes,no
3774,1,2,yes,yes
3775,3,2,yes,no
3776,3,4,yes,yes
3777,5,4,yes,no
3778,5,6,yes,yes
3779,6,7,yes,yes
3780,8,7,yes,no
3781,9,8,yes,no
3782,9,10,yes,yes
3783,10,11,yes,yes
3784,1,0,yes,no
3785,2,1,yes,no
3786,2,3,yes,yes
3787,4,3,yes,no
3788,5,4,yes,no
3789,6,5,yes,no
3790,7,6,yes,no
3791,7,8,yes,yes
3792,8,9,yes,yes
3793,9,10,yes,yes
3794,10,11,yes,yes
3795,11,12,yes,yes
3796,13,12,yes,no
3797,13,14,yes,yes
3798,14,15,yes,yes
3799,16,15,yes,no
3800,16,17,yes,yes
3801,17,18,yes,yes
3802,18,19,yes,yes
3803,19,20,yes,yes
3804,0,1,yes,yes
3805,2,1,yes,no
3806,3,2,yes,no
3807,3,4,yes,yes
3808,5,4,yes,no
3809,5,6,yes,yes
3810,6,7,yes,yes
3811,7,8,yes,yes
3812,1,0,yes,no
3813,1,2,yes,yes
3814,2,3,yes,yes
3815,3,4,yes,yes
3816,5,4,no,no
3817,6,5,yes,no
3818,7,6,yes,no
3819,8,7,yes,no
3820,8,9,yes,yes
3821,10,9,yes,no
3822,11,10,yes,no
3823,12,11,yes,no
3824,13,12,yes,no
3825,14,13,no,no
3826,1,0,yes,no
3827,2,1,yes,no
3828,3,2,yes,no
3829,4,3,yes,no
3830,5,4,yes,no
3831,5,6,yes,yes
3832,6,7,yes,yes
3833,8,7,yes,no
3834,8,9,yes,yes
3835,9,10,yes,yes
3836,10,11,yes,yes
3837,12,11,yes,no
3838,13,12,yes,no
3839,13,14,yes,yes
3840,0,1,yes,yes
3841,2,1,yes,no
3842,3,2,yes,no
3843,3,4,yes,yes
3844,5,4,yes,no
3845,6,5,yes,no
3846,6,7,yes,yes
3847,8,7,yes,no
3848,9,8,yes,no
3849,9,10,yes,yes
3850,11,10,yes,no
3851,0,1,yes,yes
3852,1,2,yes,yes
3853,3,2,yes,no
3854,3,4,yes,yes
3855,5,4,yes,no
3856,6,5,yes,no
3857,7,6,yes,no
3858,7,8,yes,yes
3859,0,1,yes,yes
3860,2,1,yes,no
3861,2,3,yes,yes
3862,4,3,yes,no
3863,5,4,yes,no
3864,5,6,yes,yes
3865,6,7,yes,yes
3866,7,8,yes,yes
3867,8,9,yes,yes
3868,10,9,yes,no
3869,11,10,yes,no
3870,12,11,yes,no
3871,12,13,yes,yes
3872,14,13,yes,no
3873,14,15,yes,yes
3874,15,16,yes,yes
3875,17,16,yes,no
3876,18,17,yes,no
3877,19,18,yes,no
3878,19,20,yes,yes
3879,21,20,yes,no
3880,22,21,yes,no
3881,22,23,yes,yes
3882,24,23,yes,no
3883,24,25,yes,yes
3884,25,26,yes,yes
3885,27,26,yes,no
3886,28,27,yes,no
3887,29,28,yes,no
3888,29,30,yes,yes
3889,30,31,yes,yes
3890,32,31,yes,no
3891,1,0,no,no
3892,1,2,yes,yes
3893,2,3,yes,yes
3894,3,4,yes,yes
3895,5,4,yes,no
3896,5,6,yes,yes
3897,7,6,yes,no
3898,8,7,yes,no
3899,9,8,yes,no
3900,9,10,yes,yes
3901,10,11,yes,yes
3902,12,11,yes,no
3903,13,12,yes,no
3904,13,14,yes,yes
3905,14,15,yes,yes
3906,15,16,yes,yes
3907,17,16,yes,no
3908,17,18,yes,yes
3909,18,19,yes,yes
3910,19,20,yes,yes
3911,20,21,yes,yes
3912,21,22,yes,yes
3913,22,23,yes,yes
3914,0,1,yes,yes
3915,1,2,yes,yes
3916,3,2,yes,no
3917,4,3,yes,no
3918,4,5,yes,yes
3919,6,5,yes,no
3920,6,7,yes,yes
3921,8,7,yes,no
3922,8,9,yes,yes
3923,10,9,yes,no
3924,11,10,yes,no
3925,12,11,yes,no
3926,13,12,yes,no
3927,13,14,yes,yes
3928,14,15,yes,yes
3929,15,16,yes,yes
3930,17,16,yes,no
3931,18,17,yes,no
3932,18,19,yes,yes
3933,19,20,yes,yes
3934,21,20,yes,no
3935,21,22,yes,yes
3936,23,22,yes,no
3937,1,0,yes,no
3938,1,2,yes,yes
3939,3,2,yes,no
3940,3,4,yes,yes
3941,4,5,yes,yes
3942,6,5,yes,no
3943,6,7,yes,yes
3944,8,7,yes,no
3945,9,8,yes,no
3946,9,10,yes,yes
3947,10,11,yes,yes
3948,12,11,yes,no
3949,12,13,yes,yes
3950,14,13,yes,no
3951,15,14,yes,no
3952,16,15,yes,no
3953,16,17,yes,yes
3954,17,18,yes,yes
3955,19,18,yes,no
3956,19,20,yes,yes
3957,1,0,yes,no
3958,2,1,yes,no
3959,3,2,yes,no
3960,4,3,yes,no
3961,4,5,yes,yes
3962,6,5,yes,no
3963,7,6,yes,no
3964,7,8,yes,yes
3965,9,8,yes,no
3966,10,9,yes,no
3967,10,11,yes,yes
3968,11,12,yes,yes
3969,13,12,yes,no
3970,14,13,yes,no
3971,15,14,yes,no
3972,16,15,yes,no
3973,17,16,yes,no
3974,17,18,yes,yes
3975,18,19,yes,yes
3976,20,19,yes,no
3977,21,20,yes,no
3978,21,22,yes,yes
3979,22,23,yes,yes
3980,23,24,yes,yes
3981,24,25,yes,yes
3982,25,26,yes,yes
3983,0,1,yes,yes
3984,2,1,yes,no
3985,3,2,yes,no
3986,3,4,yes,yes
3987,5,4,yes,no
3988,6,5,yes,no
3989,7,6,yes,no
3990,8,7,yes,no
3991,9,8,yes,no
3992,9,10,yes,yes
3993,11,10,yes,no
3994,11,12,yes,yes
3995,12,13,yes,yes
3996,13,14,yes,yes
3997,14,15,yes,yes
3998,15,16,yes,yes
3999,17,16,yes,no
4000,18,17,yes,no
4001,19,18,yes,no
4002,19,20,yes,yes
4003,21,20,yes,no
4004,22,21,yes,no
4005,22,23,no,yes
4006,0,1,yes,yes
4007,1,2,yes,yes
4008,3,2,yes,no
4009,3,4,yes,yes
4010,5,4,yes,no
4011,5,6,yes,yes
4012,6,7,yes,yes
4013,8,7,yes,no
4014,8,9,yes,yes
4015,9,10,yes,yes
4016,10,11,yes,yes
4017,1,0,yes,no
4018,1,2,yes,yes
4019,3,2,yes,no
4020,4,3,yes,no
4021,4,5,yes,yes
4022,6,5,yes,no
4023,7,6,yes,no
4024,7,8,yes,yes
4025,8,9,yes,yes
4026,9,10,yes,yes
4027,10,11,yes,yes
4028,12,11,yes,no
4029,13,12,yes,no
4030,13,14,yes,yes
4031,15,14,yes,no
4032,15,16,yes,yes
4033,17,16,yes,no
4034,17,18,yes,yes
4035,18,19,yes,yes
4036,19,20,yes,yes
4037,20,21,yes,yes
4038,21,22,yes,yes
4039,22,23,yes,yes
4040,23,24,yes,yes
4041,25,24,yes,no
4042,25,26,yes,yes
4043,1,0,yes,no
4044,2,1,yes,no
4045,3,2,yes,no
4046,4,3,yes,no
4047,5,4,yes,no
4048,6,5,yes,no
4049,7,6,yes,no
4050,8,7,yes,no
4051,8,9,yes,yes
4052,9,10,yes,yes
4053,10,11,yes,yes
4054,11,12,yes,yes
4055,13,12,yes,no
4056,14,13,yes,no
4057,15,14,yes,no
4058,15,16,yes,yes
4059,16,17,yes,yes
4060,18,17,yes,no
4061,19,18,yes,no
4062,20,19,no,no
4063,1,0,yes,no
4064,1,2,yes,yes
4065,2,3,yes,yes
4066,3,4,yes,yes
4067,4,5,yes,yes
4068,6,5,yes,no
4069,6,7,yes,yes
4070,8,7,yes,no
4071,8,9,yes,yes
4072,10,9,yes,no
4073,11,10,yes,no
4074,12,11,yes,no
4075,13,12,yes,no
4076,13,14,yes,yes
4077,14,15,yes,yes
4078,16,15,yes,no
4079,16,17,yes,yes
4080,17,18,yes,yes
4081,19,18,yes,no
4082,20,19,yes,no
4083,21,20,yes,no
4084,22,21,yes,no
4085,23,22,yes,no
4086,24,23,yes,no
4087,25,24,yes,no
4088,26,25,yes,no
4089,26,27,yes,yes
4090,28,27,yes,no
4091,28,29,yes,yes
4092,30,29,yes,no
4093,31,30,yes,no
4094,31,32,yes,yes
4095,33,32,yes,no
4096,34,33,yes,no
4097,35,34,no,no
4098,0,1,yes,yes
4099,1,2,yes,yes
4100,3,2,yes,no
4101,3,4,yes,yes
4102,4,5,yes,yes
4103,6,5,yes,no
4104,6,7,yes,yes
4105,7,8,yes,yes
4106,8,9,yes,yes
4107,10,9,yes,no
4108,10,11,yes,yes
4109,11,12,yes,yes
4110,12,13,yes,yes
4111,13,14,yes,yes
4112,0,1,yes,yes
4113,1,2,yes,yes
4114,2,3,yes,yes
4115,4,3,yes,no
4116,4,5,yes,yes
4117,6,5,yes,no
4118,6,7,yes,yes
4119,7,8,yes,yes
4120,9,8,yes,no
4121,10,9,yes,no
4122,10,11,yes,yes
4123,12,11,yes,no
4124,13,12,yes,no
4125,13,14,yes,yes
4126,15,14,yes,no
4127,15,16,yes,yes
4128,16,17,yes,yes
4129,17,18,yes,yes
4130,19,18,yes,no
4131,20,19,yes,no
4132,20,21,yes,yes
4133,22,21,no,no
4134,22,23,yes,yes
4135,1,0,yes,no
4136,2,1,yes,no
4137,2,3,yes,yes
4138,4,3,yes,no
4139,4,5,yes,yes
4140,5,6,yes,yes
4141,7,6,yes,no
4142,8,7,yes,no
4143,9,8,yes,no
4144,10,9,yes,no
4145,10,11,yes,yes
4146,12,11,yes,no
4147,12,13,yes,yes
4148,14,13,yes,no
4149,14,15,yes,yes
4150,16,15,yes,no
4151,17,16,no,no
4152,1,0,yes,no
4153,2,1,yes,no
4154,3,2,yes,no
4155,3,4,yes,yes
4156,5,4,yes,no
4157,6,5,yes,no
4158,7,6,no,no
4159,7,8,yes,yes
