,step1,step2,prediction,gold
1222,5,0,yes,yes
1223,6,1,yes,yes
1224,2,7,no,no
1225,3,8,yes,no
1226,9,4,yes,yes
1227,5,10,yes,no
1228,11,6,yes,yes
1229,7,12,no,no
1230,8,13,yes,no
1231,14,9,yes,yes
1232,10,15,yes,no
1233,16,11,no,yes
1234,12,17,yes,no
1235,18,13,yes,yes
1236,19,14,yes,yes
1237,15,20,yes,no
1238,16,21,no,no
1239,17,22,no,no
1240,18,23,no,no
1241,24,19,yes,yes
1242,25,20,no,yes
1243,26,21,yes,yes
1244,5,0,yes,yes
1245,1,6,no,no
1246,2,7,yes,no
1247,8,3,yes,yes
1248,4,9,yes,no
1249,10,5,no,yes
1250,6,11,no,no
1251,12,7,yes,yes
1252,8,13,no,no
1253,9,14,yes,no
1254,10,15,no,no
1255,11,16,yes,no
1256,17,12,yes,yes
1257,13,18,no,no
1258,14,19,no,no
1259,15,20,no,no
1260,0,5,yes,no
1261,6,1,yes,yes
1262,7,2,yes,yes
1263,8,3,no,yes
1264,9,4,yes,yes
1265,5,10,yes,no
1266,11,6,yes,yes
1267,7,12,yes,no
1268,13,8,yes,yes
1269,14,9,yes,yes
1270,5,0,yes,yes
1271,6,1,no,yes
1272,7,2,yes,yes
1273,8,3,yes,yes
1274,4,9,yes,no
1275,10,5,yes,yes
1276,11,6,yes,yes
1277,7,12,yes,no
1278,8,13,no,no
1279,14,9,yes,yes
1280,15,10,yes,yes
1281,16,11,yes,yes
1282,12,17,no,no
1283,18,13,yes,yes
1284,19,14,no,yes
1285,15,20,no,no
1286,5,0,yes,yes
1287,6,1,yes,yes
1288,7,2,yes,yes
1289,8,3,yes,yes
1290,4,9,yes,no
1291,5,10,no,no
1292,6,11,yes,no
1293,0,5,yes,no
1294,1,6,no,no
1295,7,2,yes,yes
1296,3,8,no,no
1297,9,4,yes,yes
1298,10,5,yes,yes
1299,11,6,yes,yes
1300,12,7,yes,yes
1301,13,8,yes,yes
1302,9,14,yes,no
1303,15,10,yes,yes
1304,11,16,yes,no
1305,17,12,yes,yes
1306,18,13,yes,yes
1307,14,19,yes,no
1308,15,20,yes,no
1309,5,0,yes,yes
1310,6,1,yes,yes
1311,2,7,yes,no
1312,3,8,yes,no
1313,4,9,no,no
1314,5,10,yes,no
1315,11,6,no,yes
1316,12,7,yes,yes
1317,13,8,yes,yes
1318,9,14,no,no
1319,10,15,no,no
1320,11,16,no,no
1321,17,12,yes,yes
1322,5,0,yes,yes
1323,1,6,no,no
1324,2,7,yes,no
1325,3,8,yes,no
1326,4,9,yes,no
1327,5,10,yes,no
1328,6,11,yes,no
1329,12,7,yes,yes
1330,13,8,yes,yes
1331,9,14,no,no
1332,10,15,no,no
1333,16,11,yes,yes
1334,17,12,yes,yes
1335,18,13,yes,yes
1336,14,19,yes,no
1337,15,20,yes,no
1338,21,16,yes,yes
1339,22,17,yes,yes
1340,23,18,yes,yes
1341,19,24,yes,no
1342,25,20,yes,yes
1343,26,21,yes,yes
1344,0,5,yes,no
1345,6,1,yes,yes
1346,2,7,yes,no
1347,3,8,no,no
1348,4,9,yes,no
1349,10,5,yes,yes
1350,6,11,no,no
1351,12,7,yes,yes
1352,13,8,yes,yes
1353,9,14,no,no
1354,0,5,yes,no
1355,6,1,yes,yes
1356,2,7,yes,no
1357,8,3,yes,yes
1358,4,9,no,no
1359,10,5,yes,yes
1360,6,11,no,no
1361,12,7,yes,yes
1362,8,13,no,no
1363,9,14,yes,no
1364,10,15,no,no
1365,16,11,yes,yes
1366,17,12,yes,yes
1367,18,13,yes,yes
1368,14,19,no,no
1369,20,15,yes,yes
1370,0,5,yes,no
1371,1,6,yes,no
1372,2,7,yes,no
1373,3,8,yes,no
1374,9,4,yes,yes
1375,10,5,yes,yes
1376,11,6,yes,yes
1377,12,7,yes,yes
1378,13,8,yes,yes
1379,14,9,yes,yes
1380,15,10,yes,yes
1381,11,16,no,no
1382,12,17,yes,no
1383,18,13,yes,yes
1384,19,14,yes,yes
1385,15,20,yes,no
1386,16,21,yes,no
1387,22,17,yes,yes
1388,18,23,no,no
1389,19,24,no,no
1390,25,20,yes,yes
1391,26,21,yes,yes
1392,27,22,yes,yes
1393,28,23,yes,yes
1394,29,24,yes,yes
1395,5,0,yes,yes
1396,1,6,no,no
1397,7,2,no,yes
1398,8,3,no,yes
1399,9,4,yes,yes
1400,5,10,no,no
1401,6,11,no,no
1402,7,12,no,no
1403,8,13,no,no
1404,9,14,yes,no
1405,10,15,yes,no
1406,16,11,no,yes
1407,17,12,yes,yes
1408,18,13,yes,yes
1409,14,19,yes,no
1410,20,15,yes,yes
1411,21,16,no,yes
1412,22,17,no,yes
1413,18,23,yes,no
1414,19,24,no,no
1415,20,25,yes,no
1416,26,21,yes,yes
1417,27,22,yes,yes
1418,28,23,yes,yes
1419,29,24,yes,yes
1420,0,5,yes,no
1421,1,6,yes,no
1422,2,7,yes,no
1423,3,8,yes,no
1424,9,4,yes,yes
1425,10,5,yes,yes
1426,6,11,no,no
1427,7,12,no,no
1428,8,13,yes,no
1429,14,9,yes,yes
1430,15,10,yes,yes
1431,11,16,no,no
1432,17,12,yes,yes
1433,18,13,yes,yes
1434,19,14,yes,yes
1435,15,20,yes,no
1436,0,5,yes,no
1437,1,6,no,no
1438,2,7,no,no
1439,8,3,yes,yes
1440,9,4,yes,yes
1441,10,5,no,yes
1442,11,6,yes,yes
1443,7,12,yes,no
1444,13,8,no,yes
1445,9,14,no,no
1446,5,0,yes,yes
1447,1,6,yes,no
1448,7,2,yes,yes
1449,3,8,no,no
1450,9,4,yes,yes
1451,5,10,yes,no
1452,6,11,yes,no
1453,7,12,yes,no
1454,13,8,no,yes
1455,14,9,yes,yes
1456,10,15,yes,no
1457,11,16,yes,no
1458,12,17,yes,no
1459,18,13,yes,yes
1460,19,14,yes,yes
1461,15,20,yes,no
1462,16,21,no,no
1463,22,17,yes,yes
1464,18,23,no,no
1465,19,24,yes,no
1466,20,25,yes,no
1467,26,21,no,yes
1468,22,27,yes,no
1469,23,28,no,no
1470,24,29,yes,no
1471,5,0,yes,yes
1472,6,1,yes,yes
1473,2,7,yes,no
1474,8,3,yes,yes
1475,4,9,yes,no
1476,5,10,yes,no
1477,11,6,yes,yes
1478,7,12,yes,no
1479,8,13,no,no
1480,9,14,no,no
1481,0,5,no,no
1482,6,1,yes,yes
1483,2,7,yes,no
1484,8,3,yes,yes
1485,9,4,yes,yes
1486,10,5,yes,yes
1487,11,6,yes,yes
1488,7,12,yes,no
1489,8,13,yes,no
1490,9,14,yes,no
1491,15,10,yes,yes
1492,11,16,yes,no
1493,12,17,no,no
1494,18,13,yes,yes
1495,19,14,no,yes
1496,20,15,yes,yes
1497,5,0,yes,yes
1498,6,1,yes,yes
1499,7,2,yes,yes
1500,8,3,yes,yes
1501,4,9,no,no
1502,5,10,no,no
1503,11,6,yes,yes
1504,12,7,no,yes
1505,13,8,yes,yes
1506,9,14,yes,no
1507,0,5,yes,no
1508,6,1,yes,yes
1509,2,7,yes,no
1510,8,3,yes,yes
1511,9,4,yes,yes
1512,10,5,yes,yes
1513,6,11,yes,no
1514,7,12,yes,no
1515,13,8,yes,yes
1516,14,9,yes,yes
1517,10,15,no,no
1518,11,16,no,no
1519,17,12,yes,yes
1520,0,5,yes,no
1521,6,1,yes,yes
1522,2,7,no,no
1523,3,8,yes,no
1524,4,9,no,no
1525,10,5,yes,yes
1526,6,11,yes,no
1527,12,7,yes,yes
1528,13,8,no,yes
1529,9,14,yes,no
1530,15,10,yes,yes
1531,11,16,no,no
1532,17,12,yes,yes
1533,0,5,no,no
1534,6,1,yes,yes
1535,2,7,no,no
1536,3,8,no,no
1537,9,4,no,yes
1538,10,5,yes,yes
1539,6,11,yes,no
1540,7,12,no,no
1541,8,13,yes,no
1542,14,9,yes,yes
1543,15,10,yes,yes
1544,16,11,yes,yes
1545,17,12,no,yes
1546,18,13,yes,yes
1547,14,19,yes,no
1548,15,20,yes,no
1549,21,16,yes,yes
1550,17,22,no,no
1551,18,23,yes,no
1552,24,19,yes,yes
1553,20,25,yes,no
1554,21,26,yes,no
1555,27,22,yes,yes
1556,23,28,yes,no
1557,29,24,no,yes
1558,30,25,no,yes
1559,31,26,yes,yes
1560,32,27,yes,yes
1561,28,33,yes,no
1562,29,34,yes,no
1563,35,30,yes,yes
1564,36,31,yes,yes
1565,32,37,no,no
1566,38,33,yes,yes
1567,39,34,yes,yes
1568,35,40,yes,no
1569,36,41,no,no
1570,42,37,yes,yes
1571,38,43,no,no
1572,39,44,no,no
1573,0,5,yes,no
1574,6,1,yes,yes
1575,2,7,no,no
1576,8,3,yes,yes
1577,4,9,no,no
1578,5,10,yes,no
1579,6,11,yes,no
1580,0,5,no,no
1581,6,1,yes,yes
1582,2,7,yes,no
1583,3,8,no,no
1584,9,4,yes,yes
1585,10,5,yes,yes
1586,6,11,yes,no
1587,0,5,no,no
1588,1,6,no,no
1589,7,2,yes,yes
1590,3,8,no,no
1591,9,4,yes,yes
1592,5,10,no,no
1593,6,11,no,no
1594,12,7,yes,yes
1595,8,13,no,no
1596,9,14,no,no
1597,15,10,yes,yes
1598,11,16,yes,no
1599,12,17,no,no
1600,13,18,no,no
1601,14,19,no,no
1602,15,20,no,no
1603,5,0,yes,yes
1604,1,6,no,no
1605,7,2,yes,yes
1606,8,3,no,yes
1607,9,4,yes,yes
1608,5,10,yes,no
1609,11,6,yes,yes
1610,12,7,no,yes
1611,8,13,no,no
1612,9,14,no,no
1613,15,10,yes,yes
1614,16,11,yes,yes
1615,17,12,yes,yes
1616,18,13,yes,yes
1617,14,19,yes,no
1618,20,15,yes,yes
1619,21,16,no,yes
1620,17,22,yes,no
1621,23,18,no,yes
1622,0,5,no,no
1623,6,1,yes,yes
1624,7,2,yes,yes
1625,8,3,yes,yes
1626,9,4,yes,yes
1627,10,5,yes,yes
1628,6,11,no,no
1629,7,12,no,no
1630,13,8,yes,yes
1631,9,14,yes,no
1632,5,0,yes,yes
1633,1,6,no,no
1634,2,7,yes,no
1635,8,3,yes,yes
1636,9,4,yes,yes
1637,10,5,yes,yes
1638,11,6,yes,yes
1639,5,0,yes,yes
1640,6,1,yes,yes
1641,2,7,yes,no
1642,8,3,no,yes
1643,4,9,yes,no
1644,10,5,yes,yes
1645,6,11,no,no
1646,7,12,yes,no
1647,8,13,no,no
1648,14,9,yes,yes
1649,15,10,yes,yes
1650,11,16,yes,no
1651,17,12,yes,yes
1652,13,18,yes,no
1653,19,14,yes,yes
1654,15,20,no,no
1655,0,5,yes,no
1656,1,6,no,no
1657,7,2,yes,yes
1658,3,8,no,no
1659,4,9,no,no
1660,10,5,yes,yes
1661,6,11,yes,no
1662,12,7,yes,yes
1663,13,8,no,yes
1664,14,9,yes,yes
1665,10,15,yes,no
1666,16,11,yes,yes
1667,12,17,no,no
1668,13,18,no,no
1669,14,19,yes,no
1670,20,15,yes,yes
1671,0,5,no,no
1672,6,1,yes,yes
1673,2,7,yes,no
1674,8,3,yes,yes
1675,4,9,no,no
1676,10,5,yes,yes
1677,6,11,yes,no
1678,12,7,yes,yes
1679,13,8,yes,yes
1680,9,14,yes,no
1681,10,15,no,no
1682,11,16,no,no
1683,12,17,yes,no
1684,0,5,no,no
1685,1,6,no,no
1686,7,2,yes,yes
1687,3,8,yes,no
1688,9,4,yes,yes
1689,5,10,yes,no
1690,11,6,no,yes
1691,7,12,yes,no
1692,8,13,yes,no
1693,14,9,yes,yes
1694,10,15,yes,no
1695,16,11,yes,yes
1696,12,17,yes,no
1697,18,13,yes,yes
1698,19,14,yes,yes
1699,20,15,yes,yes
1700,16,21,yes,no
1701,22,17,yes,yes
1702,23,18,no,yes
1703,19,24,yes,no
1704,25,20,yes,yes
1705,26,21,yes,yes
1706,0,5,yes,no
1707,6,1,yes,yes
1708,2,7,no,no
1709,3,8,yes,no
1710,4,9,yes,no
1711,5,10,no,no
1712,11,6,no,yes
1713,7,12,yes,no
1714,13,8,yes,yes
1715,14,9,yes,yes
1716,10,15,yes,no
1717,11,16,no,no
1718,12,17,no,no
1719,0,5,yes,no
1720,1,6,no,no
1721,7,2,yes,yes
1722,3,8,yes,no
1723,9,4,yes,yes
1724,5,10,no,no
1725,6,11,yes,no
1726,12,7,yes,yes
1727,8,13,yes,no
1728,9,14,yes,no
1729,10,15,no,no
1730,11,16,no,no
1731,12,17,yes,no
1732,18,13,yes,yes
1733,19,14,yes,yes
1734,20,15,yes,yes
1735,21,16,yes,yes
1736,17,22,yes,no
1737,23,18,yes,yes
1738,24,19,yes,yes
1739,20,25,yes,no
1740,21,26,yes,no
1741,22,27,yes,no
1742,28,23,yes,yes
1743,29,24,yes,yes
1744,0,5,yes,no
1745,1,6,yes,no
1746,2,7,no,no
1747,3,8,yes,no
1748,4,9,yes,no
1749,10,5,yes,yes
1750,11,6,yes,yes
1751,7,12,yes,no
1752,13,8,yes,yes
1753,14,9,no,yes
1754,15,10,yes,yes
1755,11,16,yes,no
1756,12,17,yes,no
1757,13,18,yes,no
1758,14,19,yes,no
1759,15,20,yes,no
1760,0,5,yes,no
1761,6,1,no,yes
1762,7,2,yes,yes
1763,3,8,no,no
1764,4,9,yes,no
1765,10,5,yes,yes
1766,6,11,yes,no
1767,7,12,no,no
1768,13,8,yes,yes
1769,9,14,no,no
1770,5,0,yes,yes
1771,1,6,yes,no
1772,2,7,yes,no
1773,8,3,yes,yes
1774,4,9,yes,no
1775,5,10,yes,no
1776,6,11,yes,no
1777,12,7,yes,yes
1778,8,13,no,no
1779,14,9,yes,yes
1780,10,15,no,no
1781,11,16,no,no
1782,12,17,no,no
1783,13,18,no,no
1784,19,14,yes,yes
1785,20,15,yes,yes
1786,21,16,yes,yes
1787,17,22,yes,no
1788,18,23,no,no
1789,24,19,yes,yes
1790,25,20,yes,yes
1791,26,21,yes,yes
1792,0,5,yes,no
1793,6,1,yes,yes
1794,7,2,yes,yes
1795,3,8,yes,no
1796,9,4,yes,yes
1797,5,10,yes,no
1798,11,6,no,yes
1799,7,12,yes,no
1800,13,8,yes,yes
1801,14,9,yes,yes
1802,15,10,yes,yes
1803,16,11,yes,yes
1804,12,17,no,no
1805,13,18,no,no
1806,19,14,yes,yes
1807,20,15,no,yes
1808,5,0,yes,yes
1809,6,1,no,yes
1810,7,2,yes,yes
1811,3,8,no,no
1812,9,4,yes,yes
1813,10,5,yes,yes
1814,6,11,yes,no
1815,5,0,yes,yes
1816,1,6,yes,no
1817,7,2,yes,yes
1818,8,3,no,yes
1819,4,9,yes,no
1820,5,10,yes,no
1821,6,11,no,no
1822,12,7,yes,yes
1823,8,13,yes,no
1824,9,14,yes,no
1825,15,10,yes,yes
1826,11,16,no,no
1827,17,12,yes,yes
1828,13,18,yes,no
1829,14,19,yes,no
1830,20,15,yes,yes
1831,5,0,yes,yes
1832,1,6,yes,no
1833,2,7,no,no
1834,3,8,no,no
1835,4,9,no,no
1836,10,5,yes,yes
1837,6,11,no,no
1838,12,7,yes,yes
1839,13,8,yes,yes
1840,9,14,no,no
1841,5,0,yes,yes
1842,5,0,yes,yes
1843,6,1,yes,yes
1844,7,2,yes,yes
1845,8,3,yes,yes
1846,9,4,yes,yes
1847,5,10,no,no
1848,11,6,yes,yes
1849,12,7,yes,yes
1850,8,13,yes,no
1851,9,14,no,no
1852,15,10,no,yes
1853,11,16,no,no
1854,17,12,no,yes
1855,0,5,yes,no
1856,1,6,yes,no
1857,2,7,yes,no
1858,8,3,yes,yes
1859,9,4,no,yes
1860,10,5,yes,yes
1861,11,6,yes,yes
1862,7,12,no,no
1863,8,13,yes,no
1864,14,9,yes,yes
1865,15,10,yes,yes
1866,16,11,yes,yes
1867,17,12,yes,yes
1868,5,0,yes,yes
1869,1,6,yes,no
1870,2,7,yes,no
1871,8,3,yes,yes
1872,9,4,yes,yes
1873,5,10,yes,no
1874,11,6,yes,yes
1875,7,12,yes,no
1876,8,13,yes,no
1877,9,14,yes,no
1878,0,5,yes,no
1879,1,6,yes,no
1880,2,7,yes,no
1881,3,8,yes,no
1882,9,4,yes,yes
1883,10,5,yes,yes
1884,11,6,yes,yes
1885,12,7,yes,yes
1886,8,13,no,no
1887,9,14,yes,no
1888,10,15,yes,no
1889,11,16,yes,no
1890,17,12,yes,yes
1891,13,18,yes,no
1892,14,19,no,no
1893,15,20,yes,no
1894,21,16,yes,yes
1895,22,17,no,yes
1896,23,18,yes,yes
1897,0,5,no,no
1898,1,6,yes,no
1899,7,2,yes,yes
1900,3,8,yes,no
1901,4,9,no,no
1902,5,10,yes,no
1903,6,11,yes,no
1904,12,7,yes,yes
1905,13,8,no,yes
1906,9,14,no,no
1907,5,0,yes,yes
1908,6,1,yes,yes
1909,2,7,no,no
1910,3,8,yes,no
1911,9,4,yes,yes
1912,10,5,yes,yes
1913,6,11,no,no
1914,0,5,yes,no
1915,6,1,yes,yes
1916,7,2,yes,yes
1917,8,3,yes,yes
1918,4,9,yes,no
1919,10,5,yes,yes
1920,6,11,yes,no
1921,7,12,yes,no
1922,8,13,yes,no
1923,14,9,yes,yes
1924,15,10,yes,yes
1925,11,16,no,no
1926,17,12,yes,yes
1927,0,5,no,no
1928,6,1,yes,yes
1929,7,2,no,yes
1930,3,8,yes,no
1931,9,4,yes,yes
1932,10,5,yes,yes
1933,6,11,no,no
1934,12,7,yes,yes
1935,8,13,yes,no
1936,9,14,no,no
1937,15,10,yes,yes
1938,11,16,yes,no
1939,17,12,yes,yes
1940,13,18,no,no
1941,19,14,yes,yes
1942,15,20,no,no
1943,5,0,yes,yes
1944,1,6,yes,no
1945,2,7,yes,no
1946,8,3,yes,yes
1947,4,9,yes,no
1948,10,5,yes,yes
1949,11,6,yes,yes
1950,7,12,no,no
1951,8,13,no,no
1952,9,14,no,no
1953,10,15,no,no
1954,16,11,no,yes
1955,12,17,yes,no
1956,0,5,yes,no
1957,6,1,no,yes
1958,7,2,yes,yes
1959,8,3,no,yes
1960,4,9,yes,no
1961,5,10,yes,no
1962,11,6,yes,yes
1963,12,7,yes,yes
1964,13,8,yes,yes
1965,14,9,yes,yes
1966,5,0,no,yes
1967,6,1,yes,yes
1968,2,7,yes,no
1969,8,3,no,yes
1970,4,9,yes,no
1971,5,10,yes,no
1972,11,6,yes,yes
1973,7,12,yes,no
1974,8,13,no,no
1975,14,9,yes,yes
1976,15,10,yes,yes
1977,16,11,yes,yes
1978,17,12,yes,yes
1979,18,13,yes,yes
1980,19,14,no,yes
1981,20,15,yes,yes
1982,21,16,no,yes
1983,22,17,no,yes
1984,18,23,yes,no
1985,24,19,yes,yes
1986,20,25,yes,no
1987,21,26,no,no
1988,22,27,yes,no
1989,23,28,yes,no
1990,29,24,yes,yes
1991,25,30,yes,no
1992,31,26,yes,yes
1993,27,32,yes,no
1994,5,0,yes,yes
1995,6,1,yes,yes
1996,7,2,yes,yes
1997,3,8,yes,no
1998,9,4,no,yes
1999,5,10,no,no
2000,6,11,yes,no
2001,5,0,yes,yes
2002,1,6,yes,no
2003,7,2,no,yes
2004,3,8,yes,no
2005,4,9,no,no
2006,10,5,yes,yes
2007,11,6,yes,yes
2008,7,12,no,no
2009,13,8,yes,yes
2010,14,9,yes,yes
2011,10,15,no,no
2012,16,11,yes,yes
2013,17,12,yes,yes
2014,13,18,yes,no
2015,14,19,yes,no
2016,15,20,yes,no
2017,16,21,yes,no
2018,17,22,yes,no
2019,18,23,no,no
2020,19,24,no,no
2021,25,20,yes,yes
2022,26,21,yes,yes
2023,27,22,no,yes
2024,23,28,yes,no
2025,29,24,yes,yes
2026,5,0,yes,yes
2027,6,1,yes,yes
2028,7,2,yes,yes
2029,8,3,yes,yes
2030,9,4,yes,yes
2031,10,5,yes,yes
2032,11,6,yes,yes
2033,12,7,no,yes
2034,13,8,yes,yes
2035,14,9,yes,yes
2036,10,15,yes,no
2037,16,11,yes,yes
2038,17,12,yes,yes
2039,18,13,no,yes
2040,19,14,yes,yes
2041,15,20,yes,no
2042,21,16,no,yes
2043,17,22,yes,no
2044,23,18,yes,yes
2045,0,5,yes,no
2046,1,6,yes,no
2047,7,2,yes,yes
2048,3,8,yes,no
2049,4,9,yes,no
2050,10,5,yes,yes
2051,11,6,yes,yes
2052,5,0,yes,yes
2053,6,1,no,yes
2054,7,2,yes,yes
2055,8,3,yes,yes
2056,9,4,yes,yes
2057,5,10,yes,no
2058,6,11,no,no
2059,7,12,no,no
2060,8,13,no,no
2061,14,9,yes,yes
2062,10,15,no,no
2063,11,16,no,no
2064,12,17,no,no
2065,5,0,yes,yes
2066,6,1,no,yes
2067,7,2,yes,yes
2068,8,3,yes,yes
2069,4,9,yes,no
2070,10,5,yes,yes
2071,6,11,no,no
2072,7,12,yes,no
2073,8,13,yes,no
2074,9,14,no,no
2075,10,15,yes,no
2076,11,16,yes,no
2077,12,17,yes,no
2078,18,13,yes,yes
2079,19,14,no,yes
2080,15,20,no,no
2081,21,16,yes,yes
2082,22,17,yes,yes
2083,23,18,no,yes
2084,24,19,no,yes
2085,20,25,yes,no
2086,26,21,yes,yes
2087,22,27,yes,no
2088,23,28,yes,no
2089,29,24,no,yes
2090,5,0,yes,yes
2091,1,6,no,no
2092,2,7,yes,no
2093,8,3,yes,yes
2094,4,9,yes,no
2095,5,10,yes,no
2096,6,11,yes,no
2097,7,12,no,no
2098,13,8,yes,yes
2099,14,9,yes,yes
2100,15,10,yes,yes
2101,11,16,no,no
2102,17,12,yes,yes
2103,13,18,no,no
2104,19,14,no,yes
2105,15,20,no,no
2106,16,21,yes,no
2107,17,22,no,no
2108,23,18,yes,yes
2109,19,24,no,no
2110,20,25,no,no
2111,21,26,no,no
2112,27,22,yes,yes
2113,23,28,yes,no
2114,24,29,yes,no
2115,30,25,no,yes
2116,31,26,no,yes
2117,32,27,yes,yes
2118,28,33,no,no
2119,34,29,yes,yes
2120,30,35,no,no
2121,0,5,yes,no
2122,6,1,no,yes
2123,2,7,yes,no
2124,8,3,yes,yes
2125,9,4,yes,yes
2126,10,5,yes,yes
2127,11,6,no,yes
2128,7,12,no,no
2129,8,13,no,no
2130,9,14,no,no
2131,10,15,no,no
2132,11,16,no,no
2133,12,17,yes,no
2134,13,18,yes,no
2135,14,19,yes,no
2136,20,15,no,yes
2137,16,21,yes,no
2138,17,22,yes,no
2139,18,23,no,no
2140,24,19,yes,yes
2141,25,20,yes,yes
2142,21,26,yes,no
2143,22,27,no,no
2144,23,28,yes,no
2145,29,24,yes,yes
2146,30,25,yes,yes
2147,26,31,yes,no
2148,27,32,no,no
2149,33,28,yes,yes
2150,29,34,yes,no
2151,35,30,yes,yes
2152,31,36,no,no
2153,37,32,yes,yes
2154,38,33,yes,yes
2155,39,34,yes,yes
2156,40,35,yes,yes
2157,41,36,yes,yes
2158,42,37,yes,yes
2159,43,38,yes,yes
2160,44,39,no,yes
2161,5,0,yes,yes
2162,1,6,yes,no
2163,7,2,yes,yes
2164,3,8,no,no
2165,4,9,yes,no
2166,10,5,no,yes
2167,6,11,yes,no
2168,12,7,yes,yes
2169,8,13,yes,no
2170,9,14,no,no
2171,15,10,yes,yes
2172,16,11,yes,yes
2173,12,17,no,no
2174,18,13,yes,yes
2175,14,19,no,no
2176,20,15,yes,yes
2177,16,21,yes,no
2178,17,22,yes,no
2179,23,18,yes,yes
2180,19,24,yes,no
2181,25,20,yes,yes
2182,26,21,yes,yes
2183,5,0,yes,yes
2184,1,6,yes,no
2185,7,2,no,yes
2186,8,3,yes,yes
2187,9,4,yes,yes
2188,5,10,yes,no
2189,11,6,no,yes
2190,5,0,yes,yes
2191,1,6,no,no
2192,7,2,yes,yes
2193,3,8,no,no
2194,4,9,no,no
2195,5,10,no,no
2196,11,6,yes,yes
2197,12,7,yes,yes
2198,13,8,yes,yes
2199,14,9,no,yes
2200,10,15,yes,no
2201,16,11,no,yes
2202,12,17,no,no
2203,18,13,yes,yes
2204,14,19,no,no
2205,20,15,yes,yes
2206,16,21,yes,no
2207,22,17,yes,yes
2208,23,18,no,yes
2209,19,24,yes,no
2210,25,20,yes,yes
2211,26,21,yes,yes
2212,22,27,yes,no
2213,28,23,yes,yes
2214,24,29,yes,no
2215,5,0,no,yes
2216,1,6,no,no
2217,2,7,no,no
2218,8,3,yes,yes
2219,4,9,no,no
2220,5,10,no,no
2221,6,11,no,no
2222,12,7,yes,yes
2223,13,8,yes,yes
2224,14,9,yes,yes
2225,15,10,yes,yes
2226,11,16,yes,no
2227,17,12,yes,yes
2228,0,5,yes,no
2229,1,6,yes,no
2230,2,7,yes,no
2231,8,3,yes,yes
2232,9,4,yes,yes
2233,5,10,no,no
2234,11,6,yes,yes
2235,12,7,no,yes
2236,13,8,no,yes
2237,14,9,yes,yes
2238,10,15,yes,no
2239,11,16,yes,no
2240,17,12,yes,yes
2241,0,5,yes,no
2242,6,1,no,yes
2243,7,2,yes,yes
2244,3,8,yes,no
2245,9,4,no,yes
2246,10,5,yes,yes
2247,6,11,no,no
2248,12,7,yes,yes
2249,8,13,no,no
2250,9,14,no,no
2251,15,10,yes,yes
2252,16,11,yes,yes
2253,17,12,yes,yes
2254,18,13,yes,yes
2255,14,19,no,no
2256,20,15,yes,yes
2257,16,21,yes,no
2258,17,22,yes,no
2259,18,23,no,no
2260,5,0,yes,yes
2261,5,0,yes,yes
2262,1,6,no,no
2263,7,2,yes,yes
2264,8,3,yes,yes
2265,9,4,yes,yes
2266,5,10,yes,no
2267,6,11,yes,no
2268,7,12,yes,no
2269,13,8,yes,yes
2270,9,14,yes,no
2271,15,10,yes,yes
2272,16,11,yes,yes
2273,17,12,yes,yes
2274,18,13,yes,yes
2275,14,19,no,no
2276,15,20,no,no
2277,21,16,yes,yes
2278,22,17,yes,yes
2279,18,23,no,no
2280,5,0,yes,yes
2281,6,1,yes,yes
2282,7,2,yes,yes
2283,8,3,yes,yes
2284,9,4,yes,yes
2285,5,10,yes,no
2286,6,11,yes,no
2287,7,12,no,no
2288,8,13,yes,no
2289,14,9,yes,yes
2290,5,0,yes,yes
2291,1,6,yes,no
2292,2,7,no,no
2293,8,3,yes,yes
2294,4,9,no,no
2295,5,10,yes,no
2296,6,11,yes,no
2297,7,12,yes,no
2298,13,8,yes,yes
2299,9,14,no,no
2300,15,10,no,yes
2301,16,11,yes,yes
2302,17,12,yes,yes
2303,18,13,yes,yes
2304,14,19,yes,no
2305,15,20,yes,no
2306,16,21,yes,no
2307,17,22,no,no
2308,18,23,no,no
2309,24,19,yes,yes
2310,20,25,no,no
2311,26,21,yes,yes
2312,0,5,yes,no
2313,1,6,yes,no
2314,7,2,yes,yes
2315,8,3,yes,yes
2316,9,4,yes,yes
2317,5,10,yes,no
2318,6,11,no,no
2319,7,12,no,no
2320,8,13,no,no
2321,9,14,no,no
2322,15,10,yes,yes
2323,16,11,yes,yes
2324,12,17,no,no
2325,13,18,yes,no
2326,14,19,yes,no
2327,20,15,yes,yes
2328,16,21,yes,no
2329,22,17,yes,yes
2330,18,23,no,no
2331,5,0,yes,yes
2332,6,1,yes,yes
2333,7,2,no,yes
2334,8,3,yes,yes
2335,9,4,yes,yes
2336,10,5,yes,yes
2337,6,11,yes,no
2338,12,7,yes,yes
2339,13,8,yes,yes
2340,14,9,yes,yes
2341,10,15,yes,no
2342,16,11,yes,yes
2343,17,12,yes,yes
2344,18,13,no,yes
2345,14,19,no,no
2346,20,15,yes,yes
2347,16,21,no,no
2348,22,17,yes,yes
2349,18,23,no,no
2350,0,5,no,no
2351,6,1,yes,yes
2352,7,2,yes,yes
2353,3,8,yes,no
2354,9,4,no,yes
2355,5,10,yes,no
2356,6,11,yes,no
2357,7,12,no,no
2358,8,13,no,no
2359,9,14,no,no
2360,10,15,no,no
2361,16,11,no,yes
2362,12,17,yes,no
2363,18,13,yes,yes
2364,19,14,yes,yes
2365,15,20,yes,no
